uj,t,value
1,1,560.4050000000001
2,1,2266.7
3,1,6926.45
4,1,0.0
5,1,219.26
6,1,1216.0
7,1,11731.24464286
8,1,0.0
9,1,323.28499999999997
10,1,124.02928572
1,2,1353.103349160465
2,2,9706.299997999999
3,2,10512.5
4,2,2583.954698579557
5,2,0.0
6,2,13604.246147047541
7,2,15723.9083326
8,2,22089.866665199996
9,2,0.0
10,2,15116.820094312441
1,3,29953.445
2,3,29896.4
3,3,30971.200000000004
4,3,0.0
5,3,3954.433490437809
6,3,53543.85071206435
7,3,2347.1665095621534
8,3,42601.25428793568
9,3,106266.70000000001
10,3,0.0
1,4,3260.7
2,4,2660.229745226139
3,4,0.0
4,4,0.0
5,4,5508.2
6,4,3290.1193140438468
7,4,967.4040047738442
8,4,0.0
9,4,11218.1
10,4,4610.834435956163
