FI_spac,FI_temp,worst_case,nominal_case,large_modules,small_modules,worst_decision
1.0,0.0,94630.22485963158,85720.85942954198,3.0,3.0,"Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 1, l = 1, t = 4]: 1.00; Y[i = 2, l = 4, t = 3]: 1.00; Y[i = 3, l = 1, t = 1]: 1.00; Y[i = 4, l = 1, t = 1]: 1.00; Y[i = 4, l = 2, t = 2]: 1.00; Y[i = 4, l = 1, t = 4]: 1.00; Y[i = 5, l = 4, t = 3]: 1.00; Y[i = 6, l = 4, t = 2]: 1.00; Y[i = 6, l = 4, t = 3]: 1.00; Y[i = 9, l = 3, t = 3]: 1.00; Y[i = 9, l = 1, t = 4]: 1.00; "
1.0,0.1,94630.22485963158,85720.85942954198,3.0,3.0,"Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 1, l = 1, t = 4]: 1.00; Y[i = 2, l = 4, t = 3]: 1.00; Y[i = 3, l = 1, t = 1]: 1.00; Y[i = 4, l = 1, t = 1]: 1.00; Y[i = 4, l = 2, t = 2]: 1.00; Y[i = 4, l = 1, t = 4]: 1.00; Y[i = 5, l = 4, t = 3]: 1.00; Y[i = 6, l = 4, t = 2]: 1.00; Y[i = 6, l = 4, t = 3]: 1.00; Y[i = 9, l = 3, t = 3]: 1.00; Y[i = 9, l = 1, t = 4]: 1.00; "
1.0,0.2,94630.22485963158,85720.85942954198,3.0,3.0,"Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 1, l = 1, t = 4]: 1.00; Y[i = 2, l = 4, t = 3]: 1.00; Y[i = 3, l = 1, t = 1]: 1.00; Y[i = 4, l = 1, t = 1]: 1.00; Y[i = 4, l = 2, t = 2]: 1.00; Y[i = 4, l = 1, t = 4]: 1.00; Y[i = 5, l = 4, t = 3]: 1.00; Y[i = 6, l = 4, t = 2]: 1.00; Y[i = 6, l = 4, t = 3]: 1.00; Y[i = 9, l = 3, t = 3]: 1.00; Y[i = 9, l = 1, t = 4]: 1.00; "
1.0,0.3,94630.22485963158,85720.85942954198,3.0,3.0,"Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 1, l = 1, t = 4]: 1.00; Y[i = 2, l = 4, t = 3]: 1.00; Y[i = 3, l = 1, t = 1]: 1.00; Y[i = 4, l = 1, t = 1]: 1.00; Y[i = 4, l = 2, t = 2]: 1.00; Y[i = 4, l = 1, t = 4]: 1.00; Y[i = 5, l = 4, t = 3]: 1.00; Y[i = 6, l = 4, t = 2]: 1.00; Y[i = 6, l = 4, t = 3]: 1.00; Y[i = 9, l = 3, t = 3]: 1.00; Y[i = 9, l = 1, t = 4]: 1.00; "
1.0,0.4,94630.22485963158,85720.85942954198,3.0,3.0,"Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 1, l = 1, t = 4]: 1.00; Y[i = 2, l = 4, t = 3]: 1.00; Y[i = 3, l = 1, t = 1]: 1.00; Y[i = 4, l = 1, t = 1]: 1.00; Y[i = 4, l = 2, t = 2]: 1.00; Y[i = 4, l = 1, t = 4]: 1.00; Y[i = 5, l = 4, t = 3]: 1.00; Y[i = 6, l = 4, t = 2]: 1.00; Y[i = 6, l = 4, t = 3]: 1.00; Y[i = 9, l = 3, t = 3]: 1.00; Y[i = 9, l = 1, t = 4]: 1.00; "
1.0,0.5,94630.22485963158,85720.85942954198,3.0,3.0,"Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 1, l = 1, t = 4]: 1.00; Y[i = 2, l = 4, t = 3]: 1.00; Y[i = 3, l = 1, t = 1]: 1.00; Y[i = 4, l = 1, t = 1]: 1.00; Y[i = 4, l = 2, t = 2]: 1.00; Y[i = 4, l = 1, t = 4]: 1.00; Y[i = 5, l = 4, t = 3]: 1.00; Y[i = 6, l = 4, t = 2]: 1.00; Y[i = 6, l = 4, t = 3]: 1.00; Y[i = 9, l = 3, t = 3]: 1.00; Y[i = 9, l = 1, t = 4]: 1.00; "
1.0,0.6,94630.22485963158,85720.85942954198,3.0,3.0,"Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 1, l = 1, t = 4]: 1.00; Y[i = 2, l = 4, t = 3]: 1.00; Y[i = 3, l = 1, t = 1]: 1.00; Y[i = 4, l = 1, t = 1]: 1.00; Y[i = 4, l = 2, t = 2]: 1.00; Y[i = 4, l = 1, t = 4]: 1.00; Y[i = 5, l = 4, t = 3]: 1.00; Y[i = 6, l = 4, t = 2]: 1.00; Y[i = 6, l = 4, t = 3]: 1.00; Y[i = 9, l = 3, t = 3]: 1.00; Y[i = 9, l = 1, t = 4]: 1.00; "
1.0,0.7,94630.22485963158,85720.85942954198,3.0,3.0,"Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 1, l = 1, t = 4]: 1.00; Y[i = 2, l = 4, t = 3]: 1.00; Y[i = 3, l = 1, t = 1]: 1.00; Y[i = 4, l = 1, t = 1]: 1.00; Y[i = 4, l = 2, t = 2]: 1.00; Y[i = 4, l = 1, t = 4]: 1.00; Y[i = 5, l = 4, t = 3]: 1.00; Y[i = 6, l = 4, t = 2]: 1.00; Y[i = 6, l = 4, t = 3]: 1.00; Y[i = 9, l = 3, t = 3]: 1.00; Y[i = 9, l = 1, t = 4]: 1.00; "
1.0,0.8,94630.22485963158,85720.85942954198,3.0,3.0,"Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 1, l = 1, t = 4]: 1.00; Y[i = 2, l = 4, t = 3]: 1.00; Y[i = 3, l = 1, t = 1]: 1.00; Y[i = 4, l = 1, t = 1]: 1.00; Y[i = 4, l = 2, t = 2]: 1.00; Y[i = 4, l = 1, t = 4]: 1.00; Y[i = 5, l = 4, t = 3]: 1.00; Y[i = 6, l = 4, t = 2]: 1.00; Y[i = 6, l = 4, t = 3]: 1.00; Y[i = 9, l = 3, t = 3]: 1.00; Y[i = 9, l = 1, t = 4]: 1.00; "
1.0,0.9,94630.22485963158,85720.85942954198,3.0,3.0,"Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 1, l = 1, t = 4]: 1.00; Y[i = 2, l = 4, t = 3]: 1.00; Y[i = 3, l = 1, t = 1]: 1.00; Y[i = 4, l = 1, t = 1]: 1.00; Y[i = 4, l = 2, t = 2]: 1.00; Y[i = 4, l = 1, t = 4]: 1.00; Y[i = 5, l = 4, t = 3]: 1.00; Y[i = 6, l = 4, t = 2]: 1.00; Y[i = 6, l = 4, t = 3]: 1.00; Y[i = 9, l = 3, t = 3]: 1.00; Y[i = 9, l = 1, t = 4]: 1.00; "
