FI_spac,FI_temp,worst_case,nominal_case,large_modules,small_modules,worst_decision
1.0,0.0,96528.64502758702,88918.39604486256,3.0,3.0,"Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 1, l = 1, t = 3]: 1.00; Y[i = 1, l = 1, t = 4]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 3]: 1.00; Y[i = 2, l = 1, t = 4]: 1.00; Y[i = 4, l = 4, t = 3]: 1.00; Y[i = 5, l = 4, t = 3]: 1.00; Y[i = 6, l = 4, t = 2]: 1.00; Y[i = 6, l = 4, t = 3]: 1.00; Y[i = 9, l = 1, t = 1]: 1.00; Y[i = 9, l = 1, t = 2]: 1.00; Y[i = 9, l = 1, t = 3]: 1.00; Y[i = 9, l = 1, t = 4]: 1.00; "
1.0,0.1,96528.64502758702,88918.39604486256,3.0,3.0,"Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 1, l = 1, t = 3]: 1.00; Y[i = 1, l = 1, t = 4]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 3]: 1.00; Y[i = 2, l = 1, t = 4]: 1.00; Y[i = 4, l = 4, t = 3]: 1.00; Y[i = 5, l = 4, t = 3]: 1.00; Y[i = 6, l = 4, t = 2]: 1.00; Y[i = 6, l = 4, t = 3]: 1.00; Y[i = 9, l = 1, t = 1]: 1.00; Y[i = 9, l = 1, t = 2]: 1.00; Y[i = 9, l = 1, t = 3]: 1.00; Y[i = 9, l = 1, t = 4]: 1.00; "
1.0,0.2,96528.64502758702,88918.39604486256,3.0,3.0,"Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 1, l = 1, t = 3]: 1.00; Y[i = 1, l = 1, t = 4]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 3]: 1.00; Y[i = 2, l = 1, t = 4]: 1.00; Y[i = 4, l = 4, t = 3]: 1.00; Y[i = 5, l = 4, t = 3]: 1.00; Y[i = 6, l = 4, t = 2]: 1.00; Y[i = 6, l = 4, t = 3]: 1.00; Y[i = 9, l = 1, t = 1]: 1.00; Y[i = 9, l = 1, t = 2]: 1.00; Y[i = 9, l = 1, t = 3]: 1.00; Y[i = 9, l = 1, t = 4]: 1.00; "
1.0,0.3,96528.64502758702,88918.39604486256,3.0,3.0,"Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 1, l = 1, t = 3]: 1.00; Y[i = 1, l = 1, t = 4]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 3]: 1.00; Y[i = 2, l = 1, t = 4]: 1.00; Y[i = 4, l = 4, t = 3]: 1.00; Y[i = 5, l = 4, t = 3]: 1.00; Y[i = 6, l = 4, t = 2]: 1.00; Y[i = 6, l = 4, t = 3]: 1.00; Y[i = 9, l = 1, t = 1]: 1.00; Y[i = 9, l = 1, t = 2]: 1.00; Y[i = 9, l = 1, t = 3]: 1.00; Y[i = 9, l = 1, t = 4]: 1.00; "
1.0,0.4,96528.64502758702,88918.39604486256,3.0,3.0,"Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 1, l = 1, t = 3]: 1.00; Y[i = 1, l = 1, t = 4]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 3]: 1.00; Y[i = 2, l = 1, t = 4]: 1.00; Y[i = 4, l = 4, t = 3]: 1.00; Y[i = 5, l = 4, t = 3]: 1.00; Y[i = 6, l = 4, t = 2]: 1.00; Y[i = 6, l = 4, t = 3]: 1.00; Y[i = 9, l = 1, t = 1]: 1.00; Y[i = 9, l = 1, t = 2]: 1.00; Y[i = 9, l = 1, t = 3]: 1.00; Y[i = 9, l = 1, t = 4]: 1.00; "
1.0,0.5,96528.64502758702,88918.39604486256,3.0,3.0,"Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 1, l = 1, t = 3]: 1.00; Y[i = 1, l = 1, t = 4]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 3]: 1.00; Y[i = 2, l = 1, t = 4]: 1.00; Y[i = 4, l = 4, t = 3]: 1.00; Y[i = 5, l = 4, t = 3]: 1.00; Y[i = 6, l = 4, t = 2]: 1.00; Y[i = 6, l = 4, t = 3]: 1.00; Y[i = 9, l = 1, t = 1]: 1.00; Y[i = 9, l = 1, t = 2]: 1.00; Y[i = 9, l = 1, t = 3]: 1.00; Y[i = 9, l = 1, t = 4]: 1.00; "
1.0,0.6,96528.64502758702,88918.39604486256,3.0,3.0,"Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 1, l = 1, t = 3]: 1.00; Y[i = 1, l = 1, t = 4]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 3]: 1.00; Y[i = 2, l = 1, t = 4]: 1.00; Y[i = 4, l = 4, t = 3]: 1.00; Y[i = 5, l = 4, t = 3]: 1.00; Y[i = 6, l = 4, t = 2]: 1.00; Y[i = 6, l = 4, t = 3]: 1.00; Y[i = 9, l = 1, t = 1]: 1.00; Y[i = 9, l = 1, t = 2]: 1.00; Y[i = 9, l = 1, t = 3]: 1.00; Y[i = 9, l = 1, t = 4]: 1.00; "
1.0,0.7,96528.64502758702,88918.39604486256,3.0,3.0,"Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 1, l = 1, t = 3]: 1.00; Y[i = 1, l = 1, t = 4]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 3]: 1.00; Y[i = 2, l = 1, t = 4]: 1.00; Y[i = 4, l = 4, t = 3]: 1.00; Y[i = 5, l = 4, t = 3]: 1.00; Y[i = 6, l = 4, t = 2]: 1.00; Y[i = 6, l = 4, t = 3]: 1.00; Y[i = 9, l = 1, t = 1]: 1.00; Y[i = 9, l = 1, t = 2]: 1.00; Y[i = 9, l = 1, t = 3]: 1.00; Y[i = 9, l = 1, t = 4]: 1.00; "
1.0,0.8,96528.64502758702,88918.39604486256,3.0,3.0,"Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 1, l = 1, t = 3]: 1.00; Y[i = 1, l = 1, t = 4]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 3]: 1.00; Y[i = 2, l = 1, t = 4]: 1.00; Y[i = 4, l = 4, t = 3]: 1.00; Y[i = 5, l = 4, t = 3]: 1.00; Y[i = 6, l = 4, t = 2]: 1.00; Y[i = 6, l = 4, t = 3]: 1.00; Y[i = 9, l = 1, t = 1]: 1.00; Y[i = 9, l = 1, t = 2]: 1.00; Y[i = 9, l = 1, t = 3]: 1.00; Y[i = 9, l = 1, t = 4]: 1.00; "
1.0,0.9,96528.64502758702,88918.39604486256,3.0,3.0,"Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 1, l = 1, t = 3]: 1.00; Y[i = 1, l = 1, t = 4]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 3]: 1.00; Y[i = 2, l = 1, t = 4]: 1.00; Y[i = 4, l = 4, t = 3]: 1.00; Y[i = 5, l = 4, t = 3]: 1.00; Y[i = 6, l = 4, t = 2]: 1.00; Y[i = 6, l = 4, t = 3]: 1.00; Y[i = 9, l = 1, t = 1]: 1.00; Y[i = 9, l = 1, t = 2]: 1.00; Y[i = 9, l = 1, t = 3]: 1.00; Y[i = 9, l = 1, t = 4]: 1.00; "
