FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,5069.176035641603,5006.2287204985605,0.0,3.0,"d[j = 1, t = 1]: 5532.65; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 4911.29; d[j = 2, t = 2]: 2311.98; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 7037.17; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 5718.75; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.1,5074.825250182628,5006.2287204985605,0.0,3.0,"d[j = 1, t = 1]: 6123.93; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 4320.01; d[j = 2, t = 2]: 2311.98; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 7037.17; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 5718.75; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.2,5080.474464723653,5006.2287204985605,0.0,3.0,"d[j = 1, t = 1]: 6715.21; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 3728.73; d[j = 2, t = 2]: 2311.98; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 7037.17; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 5718.75; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.3,5123.18229233577,5006.228720498559,0.0,3.0,"d[j = 1, t = 1]: 7306.49; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 3137.45; d[j = 2, t = 2]: 2311.98; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 9331.17; d[j = 4, t = 1]: 883.15; d[j = 4, t = 2]: 2541.59; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.4,5159.762247020951,5006.2287204985605,0.0,3.0,"d[j = 1, t = 1]: 7897.77; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 2546.17; d[j = 2, t = 2]: 2311.98; d[j = 3, t = 1]: 401.28; d[j = 3, t = 2]: 9412.79; d[j = 4, t = 1]: 883.15; d[j = 4, t = 2]: 2058.70; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.5,5190.094597119626,5006.2287204985605,0.0,3.0,"d[j = 1, t = 1]: 8027.52; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 2416.41; d[j = 2, t = 2]: 2311.98; d[j = 3, t = 1]: 855.64; d[j = 3, t = 2]: 9412.79; d[j = 4, t = 1]: 883.15; d[j = 4, t = 2]: 1604.34; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.6,5205.223742465118,5006.2287204985605,0.0,3.0,"d[j = 1, t = 1]: 8027.52; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 2416.41; d[j = 2, t = 2]: 2311.98; d[j = 3, t = 1]: 1456.97; d[j = 3, t = 2]: 9412.79; d[j = 4, t = 1]: 454.07; d[j = 4, t = 2]: 1432.09; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 2, t = 1]: 1.00; "
0.7,5209.561976752317,5006.2287204985605,0.0,3.0,"d[j = 1, t = 1]: 8027.52; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 2416.41; d[j = 2, t = 2]: 2311.98; d[j = 3, t = 1]: 1911.04; d[j = 3, t = 2]: 9412.79; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 1432.09; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 2, t = 1]: 1.00; "
0.8,5209.561976752317,5006.2287204985605,0.0,3.0,"d[j = 1, t = 1]: 8027.52; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 2416.41; d[j = 2, t = 2]: 2311.98; d[j = 3, t = 1]: 1911.04; d[j = 3, t = 2]: 9412.79; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 1432.09; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 2, t = 1]: 1.00; "
0.9,5209.561976752317,5006.2287204985605,0.0,3.0,"d[j = 1, t = 1]: 8027.52; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 2416.41; d[j = 2, t = 2]: 2311.98; d[j = 3, t = 1]: 1911.04; d[j = 3, t = 2]: 9412.79; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 1432.09; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 2, t = 1]: 1.00; "
1.0,5209.561976752317,5006.2287204985605,0.0,3.0,"d[j = 1, t = 1]: 8027.52; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 2416.41; d[j = 2, t = 2]: 2311.98; d[j = 3, t = 1]: 1911.04; d[j = 3, t = 2]: 9412.79; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 1432.09; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 2, t = 1]: 1.00; "
