FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,4865.6071864734895,4825.230610958926,0.0,3.0,"d[j = 1, t = 1]: 6001.31; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 5615.20; d[j = 2, t = 2]: 1139.40; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 7154.36; d[j = 4, t = 1]: 1578.84; d[j = 4, t = 2]: 4022.72; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.1,4969.282536628238,4825.230610958926,0.0,3.0,"d[j = 1, t = 1]: 6593.40; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 5023.11; d[j = 2, t = 2]: 1139.40; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 7935.74; d[j = 4, t = 1]: 1578.84; d[j = 4, t = 2]: 3241.33; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.2,5072.957886782988,4825.230610958926,0.0,3.0,"d[j = 1, t = 1]: 7185.50; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 4431.02; d[j = 2, t = 2]: 1139.40; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 8717.12; d[j = 4, t = 1]: 1578.84; d[j = 4, t = 2]: 2459.95; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.3,5176.633236937737,4825.230610958926,0.0,3.0,"d[j = 1, t = 1]: 7777.59; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 3838.92; d[j = 2, t = 2]: 1139.40; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 9498.51; d[j = 4, t = 1]: 1578.84; d[j = 4, t = 2]: 1678.57; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.4,5280.308587092488,4825.230610958926,0.0,3.0,"d[j = 1, t = 1]: 8369.68; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 3246.83; d[j = 2, t = 2]: 1139.40; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 10279.89; d[j = 4, t = 1]: 1578.84; d[j = 4, t = 2]: 897.18; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.5,5383.983937247238,4825.230610958926,0.0,3.0,"d[j = 1, t = 1]: 8961.78; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 2654.74; d[j = 2, t = 2]: 1139.40; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 11061.27; d[j = 4, t = 1]: 1578.84; d[j = 4, t = 2]: 115.80; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.6,5472.706730760992,4825.230610958926,0.0,3.0,"d[j = 1, t = 1]: 9553.87; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 2062.64; d[j = 2, t = 2]: 1139.40; d[j = 3, t = 1]: 276.75; d[j = 3, t = 2]: 11071.11; d[j = 4, t = 1]: 1408.05; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.7,5558.828059462041,4825.230610958926,0.0,3.0,"d[j = 1, t = 1]: 10145.96; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 1470.55; d[j = 2, t = 2]: 1139.40; d[j = 3, t = 1]: 601.66; d[j = 3, t = 2]: 10946.70; d[j = 4, t = 1]: 1207.55; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.8,5644.949388163088,4825.230610958926,0.0,3.0,"d[j = 1, t = 1]: 10738.06; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 878.46; d[j = 2, t = 2]: 1139.40; d[j = 3, t = 1]: 926.56; d[j = 3, t = 2]: 10822.30; d[j = 4, t = 1]: 1007.05; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.9,5722.979655151887,4825.230610958926,0.0,3.0,"d[j = 1, t = 1]: 11330.15; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 286.36; d[j = 2, t = 2]: 1139.40; d[j = 3, t = 1]: 1107.40; d[j = 3, t = 2]: 10753.06; d[j = 4, t = 1]: 895.45; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
1.0,5757.479761862627,4825.230610958926,0.0,3.0,"d[j = 1, t = 1]: 11208.22; d[j = 1, t = 2]: 1367.96; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 179.73; d[j = 3, t = 1]: 1107.40; d[j = 3, t = 2]: 10753.06; d[j = 4, t = 1]: 895.45; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
