FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,4944.025140005659,4877.833794560123,0.0,3.0,"d[j = 1, t = 1]: 9766.97; d[j = 1, t = 2]: 2117.77; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 871.17; d[j = 3, t = 1]: 46.29; d[j = 3, t = 2]: 7649.84; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 5059.79; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.1,5004.516865638543,4877.833794560123,0.0,3.0,"d[j = 1, t = 1]: 9670.25; d[j = 1, t = 2]: 1939.23; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 1146.44; d[j = 3, t = 1]: 46.29; d[j = 3, t = 2]: 7154.08; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 5555.54; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.2,5065.00859149083,4877.833794560123,0.0,3.0,"d[j = 1, t = 1]: 9573.52; d[j = 1, t = 2]: 1760.70; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 1421.70; d[j = 3, t = 1]: 46.29; d[j = 3, t = 2]: 6658.32; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 6051.30; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.3,5125.5003172334145,4877.833794560123,0.0,3.0,"d[j = 1, t = 1]: 9476.79; d[j = 1, t = 2]: 1582.16; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 1696.96; d[j = 3, t = 1]: 46.29; d[j = 3, t = 2]: 6162.56; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 6547.06; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.4,5185.99204318957,4877.833794560123,0.0,3.0,"d[j = 1, t = 1]: 9380.07; d[j = 1, t = 2]: 1403.63; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 1972.22; d[j = 3, t = 1]: 46.29; d[j = 3, t = 2]: 5666.80; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 7042.82; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.5,5246.4837687185845,4877.833794560123,0.0,3.0,"d[j = 1, t = 1]: 9283.34; d[j = 1, t = 2]: 1225.09; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 2247.48; d[j = 3, t = 1]: 46.29; d[j = 3, t = 2]: 5171.05; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 7538.58; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.6,5306.9754944611705,4877.833794560123,0.0,3.0,"d[j = 1, t = 1]: 9186.61; d[j = 1, t = 2]: 1046.56; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 2522.74; d[j = 3, t = 1]: 46.29; d[j = 3, t = 2]: 4675.29; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 8034.34; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.7,5381.275538126266,4813.42574495741,1.0,0.0,"d[j = 1, t = 1]: 6120.11; d[j = 1, t = 2]: 3121.14; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 3514.66; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 4214.38; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 8541.53; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.8,5405.4028866584495,4813.42574495741,1.0,0.0,"d[j = 1, t = 1]: 6120.11; d[j = 1, t = 2]: 3121.14; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 3514.66; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 3718.62; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 9037.29; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.9,5413.189004814136,4813.42574495741,1.0,0.0,"d[j = 1, t = 1]: 6120.11; d[j = 1, t = 2]: 3121.14; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 3514.66; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 3558.63; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 9197.28; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
1.0,5413.189004814136,4813.42574495741,1.0,0.0,"d[j = 1, t = 1]: 6120.11; d[j = 1, t = 2]: 3121.14; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 3514.66; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 3558.63; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 9197.28; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
