FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,4857.406916376428,4857.406916376428,1.0,0.0,"d[j = 1, t = 1]: 3455.21; d[j = 1, t = 2]: 3322.15; d[j = 2, t = 1]: 3470.51; d[j = 2, t = 2]: 2508.04; d[j = 3, t = 1]: 2908.89; d[j = 3, t = 2]: 3541.07; d[j = 4, t = 1]: 3023.64; d[j = 4, t = 2]: 3282.31; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.1,4857.406916376428,4857.406916376428,1.0,0.0,"d[j = 1, t = 1]: 3455.21; d[j = 1, t = 2]: 3322.15; d[j = 2, t = 1]: 3470.51; d[j = 2, t = 2]: 2508.04; d[j = 3, t = 1]: 2908.89; d[j = 3, t = 2]: 3541.07; d[j = 4, t = 1]: 3023.64; d[j = 4, t = 2]: 3282.31; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.2,4857.406916376428,4857.406916376428,1.0,0.0,"d[j = 1, t = 1]: 3455.21; d[j = 1, t = 2]: 3322.15; d[j = 2, t = 1]: 3470.51; d[j = 2, t = 2]: 2508.04; d[j = 3, t = 1]: 2908.89; d[j = 3, t = 2]: 3541.07; d[j = 4, t = 1]: 3023.64; d[j = 4, t = 2]: 3282.31; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.3,4857.406916376428,4857.406916376428,1.0,0.0,"d[j = 1, t = 1]: 3455.21; d[j = 1, t = 2]: 3322.15; d[j = 2, t = 1]: 3470.51; d[j = 2, t = 2]: 2508.04; d[j = 3, t = 1]: 2908.89; d[j = 3, t = 2]: 3541.07; d[j = 4, t = 1]: 3023.64; d[j = 4, t = 2]: 3282.31; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.4,4857.406916376428,4857.406916376428,1.0,0.0,"d[j = 1, t = 1]: 3455.21; d[j = 1, t = 2]: 3322.15; d[j = 2, t = 1]: 3470.51; d[j = 2, t = 2]: 2508.04; d[j = 3, t = 1]: 2908.89; d[j = 3, t = 2]: 3541.07; d[j = 4, t = 1]: 3023.64; d[j = 4, t = 2]: 3282.31; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.5,4857.406916376428,4857.406916376428,1.0,0.0,"d[j = 1, t = 1]: 3455.21; d[j = 1, t = 2]: 3322.15; d[j = 2, t = 1]: 3470.51; d[j = 2, t = 2]: 2508.04; d[j = 3, t = 1]: 2908.89; d[j = 3, t = 2]: 3541.07; d[j = 4, t = 1]: 3023.64; d[j = 4, t = 2]: 3282.31; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.6,4857.406916376428,4857.406916376428,1.0,0.0,"d[j = 1, t = 1]: 3455.21; d[j = 1, t = 2]: 3322.15; d[j = 2, t = 1]: 3470.51; d[j = 2, t = 2]: 2508.04; d[j = 3, t = 1]: 2908.89; d[j = 3, t = 2]: 3541.07; d[j = 4, t = 1]: 3023.64; d[j = 4, t = 2]: 3282.31; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.7,4857.406916376428,4857.406916376428,1.0,0.0,"d[j = 1, t = 1]: 3455.21; d[j = 1, t = 2]: 3322.15; d[j = 2, t = 1]: 3470.51; d[j = 2, t = 2]: 2508.04; d[j = 3, t = 1]: 2908.89; d[j = 3, t = 2]: 3541.07; d[j = 4, t = 1]: 3023.64; d[j = 4, t = 2]: 3282.31; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.8,4888.488833164645,4888.488833164645,0.0,3.0,"d[j = 1, t = 1]: 3455.21; d[j = 1, t = 2]: 3322.15; d[j = 2, t = 1]: 3470.51; d[j = 2, t = 2]: 2508.04; d[j = 3, t = 1]: 2908.89; d[j = 3, t = 2]: 3541.07; d[j = 4, t = 1]: 3023.64; d[j = 4, t = 2]: 3282.31; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.9,4888.488833164645,4888.488833164645,0.0,3.0,"d[j = 1, t = 1]: 3455.21; d[j = 1, t = 2]: 3322.15; d[j = 2, t = 1]: 3470.51; d[j = 2, t = 2]: 2508.04; d[j = 3, t = 1]: 2908.89; d[j = 3, t = 2]: 3541.07; d[j = 4, t = 1]: 3023.64; d[j = 4, t = 2]: 3282.31; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
1.0,4888.488833164645,4888.488833164645,0.0,3.0,"d[j = 1, t = 1]: 3455.21; d[j = 1, t = 2]: 3322.15; d[j = 2, t = 1]: 3470.51; d[j = 2, t = 2]: 2508.04; d[j = 3, t = 1]: 2908.89; d[j = 3, t = 2]: 3541.07; d[j = 4, t = 1]: 3023.64; d[j = 4, t = 2]: 3282.31; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
