FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,5258.719100582975,5258.719100582977,0.0,3.0,"d[j = 1, t = 1]: 3081.09; d[j = 1, t = 2]: 5694.59; d[j = 2, t = 1]: 1025.58; d[j = 2, t = 2]: 2954.66; d[j = 3, t = 1]: 3330.23; d[j = 3, t = 2]: 1620.72; d[j = 4, t = 1]: 4220.53; d[j = 4, t = 2]: 3584.43; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.1,5258.719100582975,5258.719100582977,0.0,3.0,"d[j = 1, t = 1]: 3081.09; d[j = 1, t = 2]: 5694.59; d[j = 2, t = 1]: 1025.58; d[j = 2, t = 2]: 2954.66; d[j = 3, t = 1]: 3330.23; d[j = 3, t = 2]: 1620.72; d[j = 4, t = 1]: 4220.53; d[j = 4, t = 2]: 3584.43; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.2,5258.719100582975,5258.719100582977,0.0,3.0,"d[j = 1, t = 1]: 3081.09; d[j = 1, t = 2]: 5694.59; d[j = 2, t = 1]: 1025.58; d[j = 2, t = 2]: 2954.66; d[j = 3, t = 1]: 3330.23; d[j = 3, t = 2]: 1620.72; d[j = 4, t = 1]: 4220.53; d[j = 4, t = 2]: 3584.43; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.3,5258.719100582975,5258.719100582977,0.0,3.0,"d[j = 1, t = 1]: 3081.09; d[j = 1, t = 2]: 5694.59; d[j = 2, t = 1]: 1025.58; d[j = 2, t = 2]: 2954.66; d[j = 3, t = 1]: 3330.23; d[j = 3, t = 2]: 1620.72; d[j = 4, t = 1]: 4220.53; d[j = 4, t = 2]: 3584.43; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.4,5258.719100582975,5258.719100582977,0.0,3.0,"d[j = 1, t = 1]: 3081.09; d[j = 1, t = 2]: 5694.59; d[j = 2, t = 1]: 1025.58; d[j = 2, t = 2]: 2954.66; d[j = 3, t = 1]: 3330.23; d[j = 3, t = 2]: 1620.72; d[j = 4, t = 1]: 4220.53; d[j = 4, t = 2]: 3584.43; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.5,5258.719100582975,5258.719100582977,0.0,3.0,"d[j = 1, t = 1]: 3081.09; d[j = 1, t = 2]: 5694.59; d[j = 2, t = 1]: 1025.58; d[j = 2, t = 2]: 2954.66; d[j = 3, t = 1]: 3330.23; d[j = 3, t = 2]: 1620.72; d[j = 4, t = 1]: 4220.53; d[j = 4, t = 2]: 3584.43; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.6,5258.719100582975,5258.719100582977,0.0,3.0,"d[j = 1, t = 1]: 3081.09; d[j = 1, t = 2]: 5694.59; d[j = 2, t = 1]: 1025.58; d[j = 2, t = 2]: 2954.66; d[j = 3, t = 1]: 3330.23; d[j = 3, t = 2]: 1620.72; d[j = 4, t = 1]: 4220.53; d[j = 4, t = 2]: 3584.43; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.7,5258.719100582975,5258.719100582977,0.0,3.0,"d[j = 1, t = 1]: 3081.09; d[j = 1, t = 2]: 5694.59; d[j = 2, t = 1]: 1025.58; d[j = 2, t = 2]: 2954.66; d[j = 3, t = 1]: 3330.23; d[j = 3, t = 2]: 1620.72; d[j = 4, t = 1]: 4220.53; d[j = 4, t = 2]: 3584.43; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.8,5258.719100582975,5258.719100582977,0.0,3.0,"d[j = 1, t = 1]: 3081.09; d[j = 1, t = 2]: 5694.59; d[j = 2, t = 1]: 1025.58; d[j = 2, t = 2]: 2954.66; d[j = 3, t = 1]: 3330.23; d[j = 3, t = 2]: 1620.72; d[j = 4, t = 1]: 4220.53; d[j = 4, t = 2]: 3584.43; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.9,5285.164093040854,5285.164093040854,1.0,0.0,"d[j = 1, t = 1]: 3081.09; d[j = 1, t = 2]: 5694.59; d[j = 2, t = 1]: 1025.58; d[j = 2, t = 2]: 2954.66; d[j = 3, t = 1]: 3330.23; d[j = 3, t = 2]: 1620.72; d[j = 4, t = 1]: 4220.53; d[j = 4, t = 2]: 3584.43; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
