FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,4672.670451868944,4139.784768902025,1.0,1.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 5421.87; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 7334.04; d[j = 3, t = 1]: 12078.72; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 677.20; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.1,4699.525062236564,4139.784768902025,1.0,1.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 4976.07; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 7779.84; d[j = 3, t = 1]: 12078.72; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 677.20; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.2,4769.279418583431,4071.493162604095,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 5152.38; d[j = 2, t = 1]: 7603.53; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 12078.72; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 677.20; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.3,4769.27941858343,4071.493162604095,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 5152.38; d[j = 2, t = 1]: 7603.53; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 12078.72; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 677.20; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.4,4769.27941858343,4071.493162604095,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 5152.38; d[j = 2, t = 1]: 7603.53; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 12078.72; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 677.20; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.5,4776.211463538182,4071.493162604095,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 2816.24; d[j = 2, t = 1]: 1806.27; d[j = 2, t = 2]: 8133.41; d[j = 3, t = 1]: 12078.72; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 677.20; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.6,4798.611788909944,4071.493162604095,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 2252.99; d[j = 2, t = 1]: 2369.51; d[j = 2, t = 2]: 8133.41; d[j = 3, t = 1]: 12078.72; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 677.20; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.7,4821.012114281704,4071.493162604095,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 1689.74; d[j = 2, t = 1]: 2932.76; d[j = 2, t = 2]: 8133.41; d[j = 3, t = 1]: 12078.72; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 677.20; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.8,4843.412439653464,4071.493162604095,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 1126.49; d[j = 2, t = 1]: 3496.01; d[j = 2, t = 2]: 8133.41; d[j = 3, t = 1]: 12078.72; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 677.20; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.9,4865.8127650252245,4071.493162604095,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 563.25; d[j = 2, t = 1]: 4059.25; d[j = 2, t = 2]: 8133.41; d[j = 3, t = 1]: 12078.72; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 677.20; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
1.0,4888.213090396986,4071.493162604095,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 4622.50; d[j = 2, t = 2]: 8133.41; d[j = 3, t = 1]: 12078.72; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 677.20; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
