FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,4989.017714246473,4902.071308663893,0.0,3.0,"d[j = 1, t = 1]: 1927.17; d[j = 1, t = 2]: 5374.86; d[j = 2, t = 1]: 5453.88; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 2263.33; d[j = 3, t = 2]: 2034.31; d[j = 4, t = 1]: 3736.30; d[j = 4, t = 2]: 4721.97; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.1,5061.482550937597,4889.290909852378,1.0,0.0,"d[j = 1, t = 1]: 2444.63; d[j = 1, t = 2]: 4857.41; d[j = 2, t = 1]: 5453.88; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 643.61; d[j = 3, t = 2]: 3538.52; d[j = 4, t = 1]: 8573.79; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
0.2,5070.640673209216,4889.290909852378,1.0,0.0,"d[j = 1, t = 1]: 2962.09; d[j = 1, t = 2]: 4339.95; d[j = 2, t = 1]: 5453.88; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 1036.78; d[j = 3, t = 2]: 3145.35; d[j = 4, t = 1]: 8573.79; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
0.3,5079.798795480836,4889.290909852378,1.0,0.0,"d[j = 1, t = 1]: 3479.55; d[j = 1, t = 2]: 3822.49; d[j = 2, t = 1]: 5453.88; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 1429.95; d[j = 3, t = 2]: 2752.18; d[j = 4, t = 1]: 8573.79; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
0.4,5088.956917752455,4889.290909852378,1.0,0.0,"d[j = 1, t = 1]: 3997.00; d[j = 1, t = 2]: 3305.04; d[j = 2, t = 1]: 5453.88; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 1823.11; d[j = 3, t = 2]: 2359.01; d[j = 4, t = 1]: 8573.79; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
0.5,5098.115040024075,4889.290909852378,1.0,0.0,"d[j = 1, t = 1]: 4514.46; d[j = 1, t = 2]: 2787.58; d[j = 2, t = 1]: 5453.88; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 2216.28; d[j = 3, t = 2]: 1965.84; d[j = 4, t = 1]: 8573.79; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
0.6,5107.273162295695,4889.290909852378,1.0,0.0,"d[j = 1, t = 1]: 5031.92; d[j = 1, t = 2]: 2270.12; d[j = 2, t = 1]: 5453.88; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 2609.45; d[j = 3, t = 2]: 1572.67; d[j = 4, t = 1]: 8573.79; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
0.7,5115.823626542062,4889.290909852378,1.0,0.0,"d[j = 1, t = 1]: 5101.98; d[j = 1, t = 2]: 1707.85; d[j = 2, t = 1]: 5453.88; d[j = 2, t = 2]: 492.20; d[j = 3, t = 1]: 3002.62; d[j = 3, t = 2]: 1179.51; d[j = 4, t = 1]: 8573.79; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
0.8,5124.2789305678325,4889.290909852378,1.0,0.0,"d[j = 1, t = 1]: 5101.98; d[j = 1, t = 2]: 1138.57; d[j = 2, t = 1]: 5453.88; d[j = 2, t = 2]: 1061.49; d[j = 3, t = 1]: 3395.79; d[j = 3, t = 2]: 786.34; d[j = 4, t = 1]: 8573.79; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
0.9,5132.734234593603,4889.290909852378,1.0,0.0,"d[j = 1, t = 1]: 5101.98; d[j = 1, t = 2]: 569.28; d[j = 2, t = 1]: 5453.88; d[j = 2, t = 2]: 1630.77; d[j = 3, t = 1]: 3788.96; d[j = 3, t = 2]: 393.17; d[j = 4, t = 1]: 8573.79; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
1.0,5141.189538619374,4889.290909852378,1.0,0.0,"d[j = 1, t = 1]: 5101.98; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 5453.88; d[j = 2, t = 2]: 2200.06; d[j = 3, t = 1]: 4182.12; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 8573.79; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
