FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,5409.565664715345,5116.076157384326,1.0,1.0,"d[j = 1, t = 1]: 1898.67; d[j = 1, t = 2]: 5189.93; d[j = 2, t = 1]: 5667.31; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 1131.38; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 11624.54; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.1,5415.214879256369,5116.076157384326,1.0,1.0,"d[j = 1, t = 1]: 2489.95; d[j = 1, t = 2]: 5189.93; d[j = 2, t = 1]: 5076.03; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 1131.38; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 11624.54; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.2,5420.864093797394,5116.076157384326,1.0,1.0,"d[j = 1, t = 1]: 3081.23; d[j = 1, t = 2]: 5189.93; d[j = 2, t = 1]: 4484.75; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 1131.38; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 11624.54; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.3,5426.513308338419,5116.076157384326,1.0,1.0,"d[j = 1, t = 1]: 3672.51; d[j = 1, t = 2]: 5189.93; d[j = 2, t = 1]: 3893.47; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 1131.38; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 11624.54; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.4,5432.162522879444,5116.076157384326,1.0,1.0,"d[j = 1, t = 1]: 4263.80; d[j = 1, t = 2]: 5189.93; d[j = 2, t = 1]: 3302.19; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 1131.38; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 11624.54; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.5,5437.8117374204685,5116.076157384326,1.0,1.0,"d[j = 1, t = 1]: 4855.08; d[j = 1, t = 2]: 5189.93; d[j = 2, t = 1]: 2710.90; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 1131.38; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 11624.54; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.6,5452.722738744782,5076.290815160852,1.0,0.0,"d[j = 1, t = 1]: 4109.72; d[j = 1, t = 2]: 5189.93; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 3456.26; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 1131.38; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 11624.54; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.7,5452.722738744782,5076.290815160852,1.0,0.0,"d[j = 1, t = 1]: 4109.72; d[j = 1, t = 2]: 5189.93; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 3456.26; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 1131.38; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 11624.54; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.8,5452.722738744782,5076.290815160852,1.0,0.0,"d[j = 1, t = 1]: 4109.72; d[j = 1, t = 2]: 5189.93; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 3456.26; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 1131.38; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 11624.54; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.9,5452.722738744782,5076.290815160852,1.0,0.0,"d[j = 1, t = 1]: 4109.72; d[j = 1, t = 2]: 5189.93; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 3456.26; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 1131.38; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 11624.54; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
1.0,5452.722737877859,5076.290815160852,1.0,0.0,"d[j = 1, t = 1]: 4109.72; d[j = 1, t = 2]: 5189.93; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 3456.26; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 1131.38; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 11624.54; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
