FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,4323.826321356801,4303.011597776002,0.0,4.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 1577.04; d[j = 2, t = 1]: 7720.37; d[j = 2, t = 2]: 3458.50; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 11675.42; d[j = 4, t = 1]: 1080.49; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.1,4358.561302878705,4303.0115977760015,0.0,4.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 1577.04; d[j = 2, t = 1]: 8131.48; d[j = 2, t = 2]: 3047.40; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 11504.33; d[j = 4, t = 1]: 1251.58; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.2,4393.296275508669,4303.011597776002,0.0,4.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 1577.04; d[j = 2, t = 1]: 8542.58; d[j = 2, t = 2]: 2636.30; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 11333.24; d[j = 4, t = 1]: 1422.68; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.3,4428.031265922509,4303.0115977760015,0.0,4.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 1577.04; d[j = 2, t = 1]: 8953.68; d[j = 2, t = 2]: 2225.19; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 11162.14; d[j = 4, t = 1]: 1593.77; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.4,4462.766247444412,4303.011597776002,0.0,4.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 1577.04; d[j = 2, t = 1]: 9364.79; d[j = 2, t = 2]: 1814.09; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 10991.05; d[j = 4, t = 1]: 1764.86; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.5,4496.8535553988495,4303.0115977760015,0.0,4.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 1577.04; d[j = 2, t = 1]: 9775.89; d[j = 2, t = 2]: 1402.99; d[j = 3, t = 1]: 191.43; d[j = 3, t = 2]: 10711.90; d[j = 4, t = 1]: 1852.59; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.6,4530.2593957367935,4303.011597776,0.0,4.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 1577.04; d[j = 2, t = 1]: 10186.99; d[j = 2, t = 2]: 991.88; d[j = 3, t = 1]: 584.27; d[j = 3, t = 2]: 10319.06; d[j = 4, t = 1]: 1852.59; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.7,4563.665236074738,4303.011597776002,0.0,4.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 1577.04; d[j = 2, t = 1]: 10598.10; d[j = 2, t = 2]: 580.78; d[j = 3, t = 1]: 977.11; d[j = 3, t = 2]: 9926.22; d[j = 4, t = 1]: 1852.59; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.8,4597.071076412682,4303.0115977760015,0.0,4.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 1577.04; d[j = 2, t = 1]: 11009.20; d[j = 2, t = 2]: 169.68; d[j = 3, t = 1]: 1369.95; d[j = 3, t = 2]: 9533.38; d[j = 4, t = 1]: 1852.59; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.9,4655.358942689543,4260.560234905561,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 1577.04; d[j = 2, t = 1]: 11057.08; d[j = 2, t = 2]: 121.79; d[j = 3, t = 1]: 594.07; d[j = 3, t = 2]: 10309.26; d[j = 4, t = 1]: 1852.59; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
1.0,4655.358942689552,4260.560234905561,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 1577.04; d[j = 2, t = 1]: 11057.08; d[j = 2, t = 2]: 121.79; d[j = 3, t = 1]: 594.07; d[j = 3, t = 2]: 10309.26; d[j = 4, t = 1]: 1852.59; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
