FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,4668.751391639298,4552.632332152374,0.0,3.0,"d[j = 1, t = 1]: 4621.40; d[j = 1, t = 2]: 2561.98; d[j = 2, t = 1]: 3082.06; d[j = 2, t = 2]: 2490.47; d[j = 3, t = 1]: 2690.04; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 4225.89; d[j = 4, t = 2]: 5839.98; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.1,4686.943458145179,4552.632332152374,0.0,3.0,"d[j = 1, t = 1]: 5126.14; d[j = 1, t = 2]: 2012.95; d[j = 2, t = 1]: 3082.06; d[j = 2, t = 2]: 2534.76; d[j = 3, t = 1]: 2690.04; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 3323.69; d[j = 4, t = 2]: 6742.18; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.2,4706.940907887021,4552.632332152374,0.0,3.0,"d[j = 1, t = 1]: 5630.89; d[j = 1, t = 2]: 1463.92; d[j = 2, t = 1]: 3082.06; d[j = 2, t = 2]: 2579.05; d[j = 3, t = 1]: 5265.19; d[j = 3, t = 2]: 1861.70; d[j = 4, t = 1]: 5629.02; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.3,4730.263012197343,4552.632332152374,0.0,3.0,"d[j = 1, t = 1]: 6135.63; d[j = 1, t = 2]: 914.88; d[j = 2, t = 1]: 3082.06; d[j = 2, t = 2]: 2623.35; d[j = 3, t = 1]: 5725.41; d[j = 3, t = 2]: 1361.10; d[j = 4, t = 1]: 5669.41; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.4,4748.7590008443785,4552.632332152374,0.0,3.0,"d[j = 1, t = 1]: 6640.37; d[j = 1, t = 2]: 365.85; d[j = 2, t = 1]: 3082.06; d[j = 2, t = 2]: 2667.64; d[j = 3, t = 1]: 5752.68; d[j = 3, t = 2]: 1331.44; d[j = 4, t = 1]: 4823.05; d[j = 4, t = 2]: 848.75; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.5,4765.073849047513,4552.632332152374,0.0,3.0,"d[j = 1, t = 1]: 6976.70; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 2737.14; d[j = 2, t = 2]: 3042.07; d[j = 3, t = 1]: 5752.68; d[j = 3, t = 2]: 1331.44; d[j = 4, t = 1]: 3920.86; d[j = 4, t = 2]: 1750.94; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.6,4777.639594249722,4552.632332152374,0.0,3.0,"d[j = 1, t = 1]: 6976.70; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 1703.37; d[j = 2, t = 2]: 4075.84; d[j = 3, t = 1]: 5752.68; d[j = 3, t = 2]: 1331.44; d[j = 4, t = 1]: 3018.66; d[j = 4, t = 2]: 2653.14; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.7,4785.406421420737,4552.632332152374,0.0,3.0,"d[j = 1, t = 1]: 6980.16; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 1432.97; d[j = 2, t = 2]: 4342.78; d[j = 3, t = 1]: 5752.68; d[j = 3, t = 2]: 1331.44; d[j = 4, t = 1]: 2116.46; d[j = 4, t = 2]: 3555.34; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.8,4794.3471666697205,4552.632332152374,0.0,3.0,"d[j = 1, t = 1]: 8529.51; d[j = 1, t = 2]: 3002.60; d[j = 2, t = 1]: 736.71; d[j = 2, t = 2]: 487.09; d[j = 3, t = 1]: 5752.68; d[j = 3, t = 2]: 1342.49; d[j = 4, t = 1]: 1209.37; d[j = 4, t = 2]: 4451.38; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.9,4807.133649605239,4552.632332152372,0.0,3.0,"d[j = 1, t = 1]: 8529.51; d[j = 1, t = 2]: 3048.93; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 1177.47; d[j = 3, t = 1]: 5752.68; d[j = 3, t = 2]: 1400.86; d[j = 4, t = 1]: 281.30; d[j = 4, t = 2]: 5321.08; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
1.0,4809.294217073595,4552.632332152374,0.0,3.0,"d[j = 1, t = 1]: 8529.51; d[j = 1, t = 2]: 3048.93; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 1177.47; d[j = 3, t = 1]: 5752.68; d[j = 3, t = 2]: 1418.55; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 5584.69; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
