FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,4178.664112242963,4042.8352686525345,0.0,3.0,"d[j = 1, t = 1]: 1753.70; d[j = 1, t = 2]: 5767.87; d[j = 2, t = 1]: 5234.34; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 6382.10; d[j = 3, t = 2]: 625.36; d[j = 4, t = 1]: 5748.46; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.1,4217.998505375599,4042.8352686525345,0.0,3.0,"d[j = 1, t = 1]: 1753.70; d[j = 1, t = 2]: 6310.10; d[j = 2, t = 1]: 4692.11; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 6323.41; d[j = 3, t = 2]: 935.06; d[j = 4, t = 1]: 5497.43; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.2,4257.332898508235,4042.8352686525345,0.0,3.0,"d[j = 1, t = 1]: 1753.70; d[j = 1, t = 2]: 6852.33; d[j = 2, t = 1]: 4149.88; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 6264.73; d[j = 3, t = 2]: 1244.77; d[j = 4, t = 1]: 5246.41; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.3,4296.667291640872,4042.8352686525322,0.0,3.0,"d[j = 1, t = 1]: 1753.70; d[j = 1, t = 2]: 7394.57; d[j = 2, t = 1]: 3607.65; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 6206.04; d[j = 3, t = 2]: 1554.48; d[j = 4, t = 1]: 4995.39; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.4,4336.0016847735205,4042.8352686525263,0.0,3.0,"d[j = 1, t = 1]: 1753.70; d[j = 1, t = 2]: 7936.80; d[j = 2, t = 1]: 3065.41; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 6147.36; d[j = 3, t = 2]: 1864.19; d[j = 4, t = 1]: 4744.36; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.5,4366.720460997869,4042.8352686525345,0.0,3.0,"d[j = 1, t = 1]: 1753.70; d[j = 1, t = 2]: 8479.03; d[j = 2, t = 1]: 2523.18; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 6135.56; d[j = 3, t = 2]: 1926.47; d[j = 4, t = 1]: 4693.89; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.6,4395.2708157330835,4042.8352686525345,0.0,3.0,"d[j = 1, t = 1]: 1753.70; d[j = 1, t = 2]: 9021.27; d[j = 2, t = 1]: 1980.95; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 6135.56; d[j = 3, t = 2]: 1926.47; d[j = 4, t = 1]: 4693.89; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.7,4423.8211704683,4042.8352686525327,0.0,3.0,"d[j = 1, t = 1]: 1753.70; d[j = 1, t = 2]: 9563.50; d[j = 2, t = 1]: 1438.71; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 6135.56; d[j = 3, t = 2]: 1926.47; d[j = 4, t = 1]: 4693.89; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.8,4461.3175430676165,4042.8352686525345,0.0,3.0,"d[j = 1, t = 1]: 1753.70; d[j = 1, t = 2]: 10105.73; d[j = 2, t = 1]: 896.48; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 9560.04; d[j = 3, t = 2]: 1301.48; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 1894.39; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.9,4504.734717899617,4042.8352686525345,0.0,3.0,"d[j = 1, t = 1]: 1753.70; d[j = 1, t = 2]: 10647.96; d[j = 2, t = 1]: 354.25; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 9560.04; d[j = 3, t = 2]: 1613.97; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 1581.90; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
1.0,4538.253926258419,4042.8352686525345,0.0,3.0,"d[j = 1, t = 1]: 1753.70; d[j = 1, t = 2]: 11002.21; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 9560.04; d[j = 3, t = 2]: 1926.47; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 1269.41; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
