FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,4976.883498062681,4898.215215218595,0.0,3.0,"d[j = 1, t = 1]: 6182.76; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 4628.92; d[j = 2, t = 2]: 1944.23; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 7026.26; d[j = 4, t = 2]: 5729.65; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.1,5001.771998871445,4898.215215218595,0.0,3.0,"d[j = 1, t = 1]: 6182.76; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 4908.37; d[j = 2, t = 2]: 1664.78; d[j = 3, t = 1]: 6245.79; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 3895.33; d[j = 4, t = 2]: 2614.80; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.2,5065.949156348155,4898.215215218595,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 3190.58; d[j = 2, t = 1]: 7274.59; d[j = 2, t = 2]: 2290.75; d[j = 3, t = 1]: 6245.79; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 4276.55; d[j = 4, t = 2]: 2233.57; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.3,5130.143685804434,4898.215215218595,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 3476.92; d[j = 2, t = 1]: 7274.59; d[j = 2, t = 2]: 2004.41; d[j = 3, t = 1]: 6245.79; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 4657.78; d[j = 4, t = 2]: 1852.35; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.4,5198.678638074665,4898.215215218595,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 3763.26; d[j = 2, t = 1]: 7274.59; d[j = 2, t = 2]: 1718.06; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 2934.70; d[j = 4, t = 1]: 7428.49; d[j = 4, t = 2]: 2392.72; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.5,5271.236822313633,4898.215215218595,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 4038.33; d[j = 2, t = 1]: 7274.59; d[j = 2, t = 2]: 1443.00; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 3325.33; d[j = 4, t = 1]: 7428.49; d[j = 4, t = 2]: 2002.09; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.6,5313.813639989092,4898.215215218595,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 4038.33; d[j = 2, t = 1]: 7274.59; d[j = 2, t = 2]: 1443.00; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 3715.95; d[j = 4, t = 1]: 7428.49; d[j = 4, t = 2]: 1611.46; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.7,5332.176099891314,4898.215215218595,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 4038.33; d[j = 2, t = 1]: 7274.59; d[j = 2, t = 2]: 1443.00; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 3884.42; d[j = 4, t = 1]: 7428.49; d[j = 4, t = 2]: 1443.00; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.8,5332.176099891314,4898.215215218595,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 4038.33; d[j = 2, t = 1]: 7274.59; d[j = 2, t = 2]: 1443.00; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 3884.42; d[j = 4, t = 1]: 7428.49; d[j = 4, t = 2]: 1443.00; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 2, t = 1]: 1.00; "
0.9,5332.176099891314,4898.215215218595,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 4038.33; d[j = 2, t = 1]: 7274.59; d[j = 2, t = 2]: 1443.00; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 3884.42; d[j = 4, t = 1]: 7428.49; d[j = 4, t = 2]: 1443.00; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
1.0,5332.17609988173,4898.215215218595,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 4038.33; d[j = 2, t = 1]: 7274.59; d[j = 2, t = 2]: 1443.00; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 3884.42; d[j = 4, t = 1]: 7428.49; d[j = 4, t = 2]: 1443.00; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
