FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,4675.120580267116,4517.561058317449,0.0,3.0,"d[j = 1, t = 1]: 1193.47; d[j = 1, t = 2]: 8001.33; d[j = 2, t = 1]: 2613.64; d[j = 2, t = 2]: 947.46; d[j = 3, t = 1]: 5833.55; d[j = 3, t = 2]: 6042.67; d[j = 4, t = 1]: 879.69; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.1,4715.751953477411,4517.561058317449,0.0,3.0,"d[j = 1, t = 1]: 1012.07; d[j = 1, t = 2]: 8001.33; d[j = 2, t = 1]: 2308.71; d[j = 2, t = 2]: 1433.80; d[j = 3, t = 1]: 5742.83; d[j = 3, t = 2]: 6206.98; d[j = 4, t = 1]: 562.91; d[j = 4, t = 2]: 243.20; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.2,4753.6901950507845,4517.561058317449,0.0,3.0,"d[j = 1, t = 1]: 830.66; d[j = 1, t = 2]: 8001.33; d[j = 2, t = 1]: 2003.78; d[j = 2, t = 2]: 1920.14; d[j = 3, t = 1]: 5606.27; d[j = 3, t = 2]: 6206.98; d[j = 4, t = 1]: 333.37; d[j = 4, t = 2]: 609.30; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.3,4791.628436624158,4517.561058317449,0.0,3.0,"d[j = 1, t = 1]: 649.25; d[j = 1, t = 2]: 8001.33; d[j = 2, t = 1]: 1698.85; d[j = 2, t = 2]: 2406.48; d[j = 3, t = 1]: 5469.71; d[j = 3, t = 2]: 6206.98; d[j = 4, t = 1]: 103.82; d[j = 4, t = 2]: 975.40; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.4,4825.685811063595,4517.561058317449,0.0,3.0,"d[j = 1, t = 1]: 467.84; d[j = 1, t = 2]: 8001.33; d[j = 2, t = 1]: 1393.92; d[j = 2, t = 2]: 2892.82; d[j = 3, t = 1]: 5267.09; d[j = 3, t = 2]: 5970.21; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 1518.61; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.5,4856.538204064163,4517.561058317449,0.0,3.0,"d[j = 1, t = 1]: 286.43; d[j = 1, t = 2]: 8001.33; d[j = 2, t = 1]: 1088.99; d[j = 2, t = 2]: 3379.16; d[j = 3, t = 1]: 5009.91; d[j = 3, t = 2]: 5537.92; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 2208.08; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.6,4887.3905967910105,4517.561058317449,0.0,3.0,"d[j = 1, t = 1]: 105.02; d[j = 1, t = 2]: 8001.33; d[j = 2, t = 1]: 784.06; d[j = 2, t = 2]: 3865.50; d[j = 3, t = 1]: 4752.73; d[j = 3, t = 2]: 5105.63; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 2897.55; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.7,4928.788810192312,4517.561058317449,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 8001.33; d[j = 2, t = 1]: 450.16; d[j = 2, t = 2]: 4304.42; d[j = 3, t = 1]: 402.56; d[j = 3, t = 2]: 6206.98; d[j = 4, t = 1]: 900.09; d[j = 4, t = 2]: 5246.29; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.8,4980.574426946978,4517.561058317449,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 8001.33; d[j = 2, t = 1]: 76.44; d[j = 2, t = 2]: 4678.14; d[j = 3, t = 1]: 855.75; d[j = 3, t = 2]: 6206.98; d[j = 4, t = 1]: 446.90; d[j = 4, t = 2]: 5246.29; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.9,5030.085812790111,4517.561058317449,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 7302.12; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 5453.79; d[j = 3, t = 1]: 1302.65; d[j = 3, t = 2]: 6206.98; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 5246.29; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
1.0,5047.035782729225,4517.561058317449,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 6769.55; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 5986.36; d[j = 3, t = 1]: 1302.65; d[j = 3, t = 2]: 6206.98; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 5246.29; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
