FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,4735.110824361325,4559.736187543029,0.0,3.0,"d[j = 1, t = 1]: 4915.57; d[j = 1, t = 2]: 6138.28; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 1702.07; d[j = 3, t = 1]: 4683.58; d[j = 3, t = 2]: 5824.66; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 2247.67; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.1,4789.131854270372,4559.736187543029,0.0,3.0,"d[j = 1, t = 1]: 4688.55; d[j = 1, t = 2]: 5831.38; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 2235.98; d[j = 3, t = 1]: 4436.90; d[j = 3, t = 2]: 5491.16; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 2827.85; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.2,4860.9499295973965,4559.736187543029,0.0,3.0,"d[j = 1, t = 1]: 4461.54; d[j = 1, t = 2]: 5524.48; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 2769.89; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 5288.05; d[j = 4, t = 1]: 2172.71; d[j = 4, t = 2]: 5295.16; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.3,4948.884314746547,4559.736187543029,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 5288.05; d[j = 2, t = 1]: 2249.91; d[j = 2, t = 2]: 5217.95; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 5288.05; d[j = 4, t = 1]: 1742.94; d[j = 4, t = 2]: 5724.92; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.4,5039.44647382067,4559.736187543029,0.0,3.0,"d[j = 1, t = 1]: 501.36; d[j = 1, t = 2]: 5288.05; d[j = 2, t = 1]: 1580.65; d[j = 2, t = 2]: 5385.85; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 5288.05; d[j = 4, t = 1]: 1313.17; d[j = 4, t = 2]: 6154.69; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.5,5129.1357656474465,4559.736187543029,0.0,3.0,"d[j = 1, t = 1]: 1372.60; d[j = 1, t = 2]: 5288.05; d[j = 2, t = 1]: 709.41; d[j = 2, t = 2]: 5385.85; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 5288.05; d[j = 4, t = 1]: 883.40; d[j = 4, t = 2]: 6584.46; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.6,5210.920621226593,4559.736187543029,0.0,3.0,"d[j = 1, t = 1]: 2082.01; d[j = 1, t = 2]: 5288.05; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 5385.85; d[j = 3, t = 1]: 50.84; d[j = 3, t = 2]: 5288.05; d[j = 4, t = 1]: 425.87; d[j = 4, t = 2]: 6991.15; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.7,5270.49885617194,4559.736187543029,0.0,3.0,"d[j = 1, t = 1]: 4203.25; d[j = 1, t = 2]: 1001.39; d[j = 2, t = 1]: 2165.42; d[j = 2, t = 2]: 5385.85; d[j = 3, t = 1]: 2085.77; d[j = 3, t = 2]: 1001.39; d[j = 4, t = 1]: 2677.60; d[j = 4, t = 2]: 6991.15; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 2, t = 1]: 1.00; "
0.8,5357.9539169785985,4559.736187543029,0.0,3.0,"d[j = 1, t = 1]: 5074.48; d[j = 1, t = 2]: 1001.39; d[j = 2, t = 1]: 1294.18; d[j = 2, t = 2]: 5385.85; d[j = 3, t = 1]: 3032.50; d[j = 3, t = 2]: 1001.39; d[j = 4, t = 1]: 1730.87; d[j = 4, t = 2]: 6991.15; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 2, t = 1]: 1.00; "
0.9,5445.408977785257,4559.736187543029,0.0,3.0,"d[j = 1, t = 1]: 5945.72; d[j = 1, t = 2]: 1001.39; d[j = 2, t = 1]: 422.95; d[j = 2, t = 2]: 5385.85; d[j = 3, t = 1]: 3979.23; d[j = 3, t = 2]: 1001.39; d[j = 4, t = 1]: 784.13; d[j = 4, t = 2]: 6991.15; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 2, t = 1]: 1.00; "
