FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,5486.832590982969,5331.445766288685,0.0,3.0,"d[j = 1, t = 1]: 1114.02; d[j = 1, t = 2]: 2500.92; d[j = 2, t = 1]: 7240.26; d[j = 2, t = 2]: 1900.71; d[j = 3, t = 1]: 4982.83; d[j = 3, t = 2]: 4712.19; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 3060.89; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.1,5573.645071873872,5331.445766288685,0.0,3.0,"d[j = 1, t = 1]: 1952.85; d[j = 1, t = 2]: 430.85; d[j = 2, t = 1]: 4790.96; d[j = 2, t = 2]: 5581.26; d[j = 3, t = 1]: 5507.28; d[j = 3, t = 2]: 4712.19; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 2536.44; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.2,5665.073941889874,5331.445766288685,0.0,3.0,"d[j = 1, t = 1]: 5256.38; d[j = 1, t = 2]: 4712.19; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 2787.34; d[j = 3, t = 1]: 6031.72; d[j = 3, t = 2]: 4712.19; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 2012.00; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.3,5761.759015604819,5331.445766288685,0.0,3.0,"d[j = 1, t = 1]: 5403.33; d[j = 1, t = 2]: 4155.78; d[j = 2, t = 1]: 568.94; d[j = 2, t = 2]: 2627.86; d[j = 3, t = 1]: 6556.17; d[j = 3, t = 2]: 4712.19; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 1487.55; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.4,5855.252671721675,5331.445766288685,0.0,3.0,"d[j = 1, t = 1]: 5403.33; d[j = 1, t = 2]: 3352.70; d[j = 2, t = 1]: 1372.02; d[j = 2, t = 2]: 2627.86; d[j = 3, t = 1]: 7080.61; d[j = 3, t = 2]: 4712.19; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 963.11; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.5,5948.656844459969,5331.445766288685,0.0,3.0,"d[j = 1, t = 1]: 5403.33; d[j = 1, t = 2]: 2549.62; d[j = 2, t = 1]: 2175.11; d[j = 2, t = 2]: 2627.86; d[j = 3, t = 1]: 7601.42; d[j = 3, t = 2]: 4706.37; d[j = 4, t = 1]: 6.00; d[j = 4, t = 2]: 442.13; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.6,6029.517579807278,5331.445766288685,0.0,3.0,"d[j = 1, t = 1]: 5403.33; d[j = 1, t = 2]: 1746.53; d[j = 2, t = 1]: 2978.19; d[j = 2, t = 2]: 2627.86; d[j = 3, t = 1]: 7601.42; d[j = 3, t = 2]: 3859.26; d[j = 4, t = 1]: 865.46; d[j = 4, t = 2]: 429.77; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.7,6120.9449152819525,5331.445766288685,0.0,3.0,"d[j = 1, t = 1]: 5403.33; d[j = 1, t = 2]: 943.45; d[j = 2, t = 1]: 3781.27; d[j = 2, t = 2]: 2627.86; d[j = 3, t = 1]: 7555.80; d[j = 3, t = 2]: 425.53; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 4774.58; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.8,6191.777224439804,5331.445766288685,0.0,3.0,"d[j = 1, t = 1]: 5403.33; d[j = 1, t = 2]: 140.37; d[j = 2, t = 1]: 4584.35; d[j = 2, t = 2]: 2627.86; d[j = 3, t = 1]: 7601.42; d[j = 3, t = 2]: 2150.65; d[j = 4, t = 1]: 2574.07; d[j = 4, t = 2]: 429.77; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.9,6248.1455303852545,5331.445766288685,0.0,3.0,"d[j = 1, t = 1]: 5403.33; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 5862.04; d[j = 2, t = 2]: 1490.54; d[j = 3, t = 1]: 7601.42; d[j = 3, t = 2]: 1296.34; d[j = 4, t = 1]: 3428.38; d[j = 4, t = 2]: 429.77; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
