FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,5535.552945014919,5361.5515701116565,0.0,3.0,"d[j = 1, t = 1]: 2229.59; d[j = 1, t = 2]: 2274.82; d[j = 2, t = 1]: 8251.51; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 4613.49; d[j = 3, t = 2]: 2274.82; d[j = 4, t = 1]: 5867.60; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 4, t = 1]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.1,5568.114464837552,5361.5515701116565,0.0,3.0,"d[j = 1, t = 1]: 1949.40; d[j = 1, t = 2]: 2188.07; d[j = 2, t = 1]: 8273.64; d[j = 2, t = 2]: 344.81; d[j = 3, t = 1]: 4193.53; d[j = 3, t = 2]: 2153.65; d[j = 4, t = 1]: 5927.13; d[j = 4, t = 2]: 481.60; ","Y[i = 1, l = 4, t = 1]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.2,5599.707443113528,5361.5515701116565,0.0,3.0,"d[j = 1, t = 1]: 1671.95; d[j = 1, t = 2]: 2094.80; d[j = 2, t = 1]: 8273.64; d[j = 2, t = 2]: 715.53; d[j = 3, t = 1]: 3780.94; d[j = 3, t = 2]: 2014.95; d[j = 4, t = 1]: 5927.13; d[j = 4, t = 2]: 1032.89; ","Y[i = 1, l = 4, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.3,5631.300421389506,5361.5515701116565,0.0,3.0,"d[j = 1, t = 1]: 1394.50; d[j = 1, t = 2]: 2001.53; d[j = 2, t = 1]: 8273.64; d[j = 2, t = 2]: 1086.24; d[j = 3, t = 1]: 3368.35; d[j = 3, t = 2]: 1876.25; d[j = 4, t = 1]: 5927.13; d[j = 4, t = 2]: 1584.18; ","Y[i = 1, l = 4, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.4,5663.745175284299,5361.5515701116565,0.0,3.0,"d[j = 1, t = 1]: 1117.06; d[j = 1, t = 2]: 1908.26; d[j = 2, t = 1]: 8273.64; d[j = 2, t = 2]: 1456.96; d[j = 3, t = 1]: 3020.52; d[j = 3, t = 2]: 1633.48; d[j = 4, t = 1]: 3417.61; d[j = 4, t = 2]: 4684.30; ","Y[i = 1, l = 4, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.5,5704.2356330414,5361.5515701116565,0.0,3.0,"d[j = 1, t = 1]: 960.16; d[j = 1, t = 2]: 1633.48; d[j = 2, t = 1]: 3115.72; d[j = 2, t = 2]: 7046.54; d[j = 3, t = 1]: 2549.59; d[j = 3, t = 2]: 1633.48; d[j = 4, t = 1]: 3888.53; d[j = 4, t = 2]: 4684.30; ","Y[i = 1, l = 4, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.6,5745.16972521941,5361.5515701116565,0.0,3.0,"d[j = 1, t = 1]: 643.49; d[j = 1, t = 2]: 1633.48; d[j = 2, t = 1]: 3432.40; d[j = 2, t = 2]: 7046.54; d[j = 3, t = 1]: 2078.67; d[j = 3, t = 2]: 1633.48; d[j = 4, t = 1]: 4359.46; d[j = 4, t = 2]: 4684.30; ","Y[i = 1, l = 4, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.7,5786.1038173974175,5361.5515701116565,0.0,3.0,"d[j = 1, t = 1]: 326.81; d[j = 1, t = 2]: 1633.48; d[j = 2, t = 1]: 3749.08; d[j = 2, t = 2]: 7046.54; d[j = 3, t = 1]: 1607.74; d[j = 3, t = 2]: 1633.48; d[j = 4, t = 1]: 4830.39; d[j = 4, t = 2]: 4684.30; ","Y[i = 1, l = 4, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.8,5827.037909575425,5361.5515701116565,0.0,3.0,"d[j = 1, t = 1]: 10.13; d[j = 1, t = 2]: 1633.48; d[j = 2, t = 1]: 4065.75; d[j = 2, t = 2]: 7046.54; d[j = 3, t = 1]: 1136.81; d[j = 3, t = 2]: 1633.48; d[j = 4, t = 1]: 5301.31; d[j = 4, t = 2]: 4684.30; ","Y[i = 1, l = 4, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.9,5852.040070030667,5361.5515701116565,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 1633.48; d[j = 2, t = 1]: 4075.89; d[j = 2, t = 2]: 7046.54; d[j = 3, t = 1]: 665.89; d[j = 3, t = 2]: 1633.48; d[j = 4, t = 1]: 5772.24; d[j = 4, t = 2]: 4684.30; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
1.0,5860.090251493986,5361.5515701116565,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 1633.48; d[j = 2, t = 1]: 4075.89; d[j = 2, t = 2]: 7046.54; d[j = 3, t = 1]: 510.99; d[j = 3, t = 2]: 1633.48; d[j = 4, t = 1]: 5927.13; d[j = 4, t = 2]: 4684.30; ","Y[i = 1, l = 4, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
