FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,5569.811615624771,5372.466457747416,0.0,3.0,"d[j = 1, t = 1]: 3256.26; d[j = 1, t = 2]: 4972.31; d[j = 2, t = 1]: 1877.31; d[j = 2, t = 2]: 2650.03; d[j = 3, t = 1]: 1132.21; d[j = 3, t = 2]: 1887.35; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 9736.35; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.1,5640.722786212513,5372.466457747416,0.0,3.0,"d[j = 1, t = 1]: 2682.19; d[j = 1, t = 2]: 4570.50; d[j = 2, t = 1]: 2853.19; d[j = 2, t = 2]: 2650.03; d[j = 3, t = 1]: 331.43; d[j = 3, t = 2]: 1887.35; d[j = 4, t = 1]: 172.52; d[j = 4, t = 2]: 10364.61; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.2,5692.480420787297,5372.466457747416,0.0,3.0,"d[j = 1, t = 1]: 2276.66; d[j = 1, t = 2]: 4131.68; d[j = 2, t = 1]: 3697.55; d[j = 2, t = 2]: 2650.03; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 1782.29; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 10973.62; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.3,5749.218348231516,5372.466457747416,0.0,3.0,"d[j = 1, t = 1]: 2276.66; d[j = 1, t = 2]: 3603.78; d[j = 2, t = 1]: 4225.44; d[j = 2, t = 2]: 2650.03; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 1564.40; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 11191.51; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.4,5805.956275675735,5372.466457747416,0.0,3.0,"d[j = 1, t = 1]: 2276.66; d[j = 1, t = 2]: 3075.89; d[j = 2, t = 1]: 4753.33; d[j = 2, t = 2]: 2650.03; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 1346.51; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 11409.40; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.5,5862.694203119954,5372.466457747416,0.0,3.0,"d[j = 1, t = 1]: 2276.66; d[j = 1, t = 2]: 2548.00; d[j = 2, t = 1]: 5281.22; d[j = 2, t = 2]: 2650.03; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 1128.62; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 11627.29; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.6,5919.432130564173,5372.466457747416,0.0,3.0,"d[j = 1, t = 1]: 2276.66; d[j = 1, t = 2]: 2020.11; d[j = 2, t = 1]: 5809.11; d[j = 2, t = 2]: 2650.03; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 910.73; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 11845.19; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.7,5976.1700580083925,5372.466457747416,0.0,3.0,"d[j = 1, t = 1]: 2276.66; d[j = 1, t = 2]: 1492.22; d[j = 2, t = 1]: 6337.00; d[j = 2, t = 2]: 2650.03; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 692.84; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 12063.08; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.8,6032.907985452612,5372.466457747416,0.0,3.0,"d[j = 1, t = 1]: 2276.66; d[j = 1, t = 2]: 964.32; d[j = 2, t = 1]: 6864.90; d[j = 2, t = 2]: 2650.03; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 474.94; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 12280.97; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.9,6088.292817675703,5372.466457747416,0.0,3.0,"d[j = 1, t = 1]: 2276.66; d[j = 1, t = 2]: 436.43; d[j = 2, t = 1]: 7392.79; d[j = 2, t = 2]: 2650.03; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 240.20; d[j = 4, t = 1]: 181.39; d[j = 4, t = 2]: 12334.32; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
1.0,6134.533476138897,5372.466457747416,0.0,3.0,"d[j = 1, t = 1]: 2276.66; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 7829.22; d[j = 2, t = 2]: 2650.03; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 421.59; d[j = 4, t = 2]: 12334.32; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
