FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,5296.927008043267,5080.10332320077,0.0,3.0,"d[j = 1, t = 1]: 4561.41; d[j = 1, t = 2]: 5917.09; d[j = 2, t = 1]: 2277.41; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 2826.82; d[j = 3, t = 2]: 2131.02; d[j = 4, t = 1]: 7798.08; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.1,5335.014109288244,5080.10332320077,0.0,3.0,"d[j = 1, t = 1]: 4561.41; d[j = 1, t = 2]: 5917.09; d[j = 2, t = 1]: 2277.41; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 3095.03; d[j = 3, t = 2]: 1862.80; d[j = 4, t = 1]: 7798.08; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.2,5373.101210533219,5080.10332320077,0.0,3.0,"d[j = 1, t = 1]: 4561.41; d[j = 1, t = 2]: 5917.09; d[j = 2, t = 1]: 2277.41; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 3363.25; d[j = 3, t = 2]: 1594.58; d[j = 4, t = 1]: 7798.08; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.3,5427.034029912724,5080.10332320077,0.0,3.0,"d[j = 1, t = 1]: 4561.41; d[j = 1, t = 2]: 3248.70; d[j = 2, t = 1]: 247.53; d[j = 2, t = 2]: 4698.27; d[j = 3, t = 1]: 4711.40; d[j = 3, t = 2]: 1559.73; d[j = 4, t = 1]: 6484.78; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.4,5484.400741877867,5080.10332320077,0.0,3.0,"d[j = 1, t = 1]: 4561.41; d[j = 1, t = 2]: 2688.89; d[j = 2, t = 1]: 247.53; d[j = 2, t = 2]: 5258.08; d[j = 3, t = 1]: 6220.83; d[j = 3, t = 2]: 1559.73; d[j = 4, t = 1]: 4975.36; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.5,5541.767453843009,5080.10332320077,0.0,3.0,"d[j = 1, t = 1]: 4561.41; d[j = 1, t = 2]: 2129.08; d[j = 2, t = 1]: 247.53; d[j = 2, t = 2]: 5817.89; d[j = 3, t = 1]: 7730.25; d[j = 3, t = 2]: 1559.73; d[j = 4, t = 1]: 3465.93; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.6,5580.881782111293,5080.10332320077,0.0,3.0,"d[j = 1, t = 1]: 4561.41; d[j = 1, t = 2]: 1569.27; d[j = 2, t = 1]: 247.53; d[j = 2, t = 2]: 6377.70; d[j = 3, t = 1]: 8059.61; d[j = 3, t = 2]: 1559.73; d[j = 4, t = 1]: 3136.57; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.7,5614.901783878735,5080.10332320077,0.0,3.0,"d[j = 1, t = 1]: 4561.41; d[j = 1, t = 2]: 1009.46; d[j = 2, t = 1]: 247.53; d[j = 2, t = 2]: 6937.51; d[j = 3, t = 1]: 8059.61; d[j = 3, t = 2]: 1559.73; d[j = 4, t = 1]: 3136.57; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.8,5648.921785646144,5080.10332320077,0.0,3.0,"d[j = 1, t = 1]: 4561.41; d[j = 1, t = 2]: 449.66; d[j = 2, t = 1]: 247.53; d[j = 2, t = 2]: 7497.32; d[j = 3, t = 1]: 8059.61; d[j = 3, t = 2]: 1559.73; d[j = 4, t = 1]: 3136.57; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.9,5678.604097875053,5080.10332320077,0.0,3.0,"d[j = 1, t = 1]: 4561.41; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 804.75; d[j = 2, t = 2]: 7389.75; d[j = 3, t = 1]: 8059.61; d[j = 3, t = 2]: 1559.73; d[j = 4, t = 1]: 3136.57; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
