FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,5861.792786394255,5354.069844955668,0.0,3.0,"d[j = 1, t = 1]: 1211.63; d[j = 1, t = 2]: 4718.79; d[j = 2, t = 1]: 6825.50; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 1080.07; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 11675.85; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.1,5924.767713967991,5354.069844955668,0.0,3.0,"d[j = 1, t = 1]: 920.76; d[j = 1, t = 2]: 5009.66; d[j = 2, t = 1]: 6825.50; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 527.00; d[j = 3, t = 2]: 73.23; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 12155.68; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.2,5950.294868368452,5354.069844955668,0.0,3.0,"d[j = 1, t = 1]: 629.88; d[j = 1, t = 2]: 5300.53; d[j = 2, t = 1]: 6825.50; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 255.29; d[j = 3, t = 2]: 344.94; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 12155.68; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.3,5975.818899276506,5354.069844955668,0.0,3.0,"d[j = 1, t = 1]: 339.01; d[j = 1, t = 2]: 5591.40; d[j = 2, t = 1]: 6825.50; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 600.23; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 12155.68; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.4,6001.2943570290645,5354.069844955668,0.0,3.0,"d[j = 1, t = 1]: 48.14; d[j = 1, t = 2]: 5882.27; d[j = 2, t = 1]: 6825.50; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 600.23; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 12155.68; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.5,5942.678821849224,5403.016629287222,1.0,0.0,"d[j = 1, t = 1]: 1043.83; d[j = 1, t = 2]: 11011.97; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 700.12; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 600.23; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 12155.68; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.6,5942.734164537078,5403.016629287222,1.0,0.0,"d[j = 1, t = 1]: 752.96; d[j = 1, t = 2]: 11302.84; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 700.12; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 600.23; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 12155.68; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.7,5942.78950722493,5403.016629287222,1.0,0.0,"d[j = 1, t = 1]: 462.09; d[j = 1, t = 2]: 11593.71; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 700.12; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 600.23; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 12155.68; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.8,5942.8448499127835,5403.016629287222,1.0,0.0,"d[j = 1, t = 1]: 171.22; d[j = 1, t = 2]: 11884.58; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 700.12; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 600.23; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 12155.68; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.9,5942.87742669088,5403.016629287222,1.0,0.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 12055.80; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 700.12; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 600.23; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 12155.68; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
1.0,5942.87742669088,5403.016629287222,1.0,0.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 12055.80; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 700.12; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 600.23; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 12155.68; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
