FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,4564.896061017049,4328.314001034651,0.0,3.0,"d[j = 1, t = 1]: 1368.50; d[j = 1, t = 2]: 10093.12; d[j = 2, t = 1]: 1002.82; d[j = 2, t = 2]: 291.48; d[j = 3, t = 1]: 2352.30; d[j = 3, t = 2]: 1122.70; d[j = 4, t = 1]: 7763.14; d[j = 4, t = 2]: 1517.77; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.1,4608.1988564736475,4328.314001034651,0.0,3.0,"d[j = 1, t = 1]: 1672.75; d[j = 1, t = 2]: 9997.64; d[j = 2, t = 1]: 1002.82; d[j = 2, t = 2]: 82.71; d[j = 3, t = 1]: 2441.70; d[j = 3, t = 2]: 1122.70; d[j = 4, t = 1]: 8891.71; d[j = 4, t = 2]: 299.80; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.2,4638.880442712643,4328.314001034651,0.0,3.0,"d[j = 1, t = 1]: 2033.88; d[j = 1, t = 2]: 9870.94; d[j = 2, t = 1]: 851.09; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 5280.48; d[j = 3, t = 2]: 799.09; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 6676.34; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.3,4680.001084776083,4328.314001034651,0.0,3.0,"d[j = 1, t = 1]: 2432.33; d[j = 1, t = 2]: 9723.76; d[j = 2, t = 1]: 599.83; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 5658.41; d[j = 3, t = 2]: 799.09; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 6298.41; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.4,4721.121726839523,4328.314001034651,0.0,3.0,"d[j = 1, t = 1]: 2830.78; d[j = 1, t = 2]: 9576.58; d[j = 2, t = 1]: 348.56; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 6036.34; d[j = 3, t = 2]: 799.09; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 5920.48; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.5,4762.242368902965,4328.314001034651,0.0,3.0,"d[j = 1, t = 1]: 3229.23; d[j = 1, t = 2]: 9429.40; d[j = 2, t = 1]: 97.29; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 6414.28; d[j = 3, t = 2]: 799.09; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 5542.54; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.6,4800.20674571581,4328.314001034651,0.0,3.0,"d[j = 1, t = 1]: 3383.50; d[j = 1, t = 2]: 9372.41; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 6792.21; d[j = 3, t = 2]: 799.09; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 5164.61; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.7,4846.025111618611,4328.314001034643,0.0,3.0,"d[j = 1, t = 1]: 6114.13; d[j = 1, t = 2]: 5085.75; d[j = 2, t = 1]: 606.20; d[j = 2, t = 2]: 949.83; d[j = 3, t = 1]: 6908.46; d[j = 3, t = 2]: 799.09; d[j = 4, t = 1]: 1023.56; d[j = 4, t = 2]: 4024.80; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.8,4893.163075188449,4328.314001034651,0.0,3.0,"d[j = 1, t = 1]: 6114.13; d[j = 1, t = 2]: 5340.30; d[j = 2, t = 1]: 1002.82; d[j = 2, t = 2]: 298.66; d[j = 3, t = 1]: 6908.46; d[j = 3, t = 2]: 799.09; d[j = 4, t = 1]: 2501.79; d[j = 4, t = 2]: 2546.57; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.9,4935.597855394956,4328.314001034651,0.0,3.0,"d[j = 1, t = 1]: 6114.13; d[j = 1, t = 2]: 5873.15; d[j = 2, t = 1]: 768.63; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 6908.46; d[j = 3, t = 2]: 799.09; d[j = 4, t = 1]: 3980.03; d[j = 4, t = 2]: 1068.33; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
1.0,4968.5790310132215,4328.314001034651,0.0,3.0,"d[j = 1, t = 1]: 6114.13; d[j = 1, t = 2]: 6641.78; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 6908.46; d[j = 3, t = 2]: 1122.70; d[j = 4, t = 1]: 4724.75; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
