FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,4879.615169098222,4597.566142862268,0.0,3.0,"d[j = 1, t = 1]: 2207.05; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 7338.94; d[j = 2, t = 2]: 3209.93; d[j = 3, t = 1]: 4117.15; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 5177.49; d[j = 4, t = 2]: 3461.27; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.1,4897.01643887559,4597.566142862268,0.0,3.0,"d[j = 1, t = 1]: 1850.43; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 7338.94; d[j = 2, t = 2]: 3566.54; d[j = 3, t = 1]: 3749.51; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 5177.49; d[j = 4, t = 2]: 3828.91; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.2,4914.4508310479905,4597.566142862268,0.0,3.0,"d[j = 1, t = 1]: 1493.82; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 7338.94; d[j = 2, t = 2]: 3923.15; d[j = 3, t = 1]: 3381.86; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 5177.49; d[j = 4, t = 2]: 4196.56; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.3,4932.954713913628,4597.566142862268,0.0,3.0,"d[j = 1, t = 1]: 1137.21; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 7338.94; d[j = 2, t = 2]: 4279.77; d[j = 3, t = 1]: 3014.22; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 5177.49; d[j = 4, t = 2]: 4564.20; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.4,4952.074025363063,4597.566142862268,0.0,3.0,"d[j = 1, t = 1]: 780.59; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 7338.94; d[j = 2, t = 2]: 4636.38; d[j = 3, t = 1]: 2646.58; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 5177.49; d[j = 4, t = 2]: 4931.84; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.5,4971.193336812497,4597.566142862268,0.0,3.0,"d[j = 1, t = 1]: 423.98; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 7338.94; d[j = 2, t = 2]: 4993.00; d[j = 3, t = 1]: 2278.94; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 5177.49; d[j = 4, t = 2]: 5299.48; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.6,4990.312648261932,4597.566142862268,0.0,3.0,"d[j = 1, t = 1]: 67.36; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 7338.94; d[j = 2, t = 2]: 5349.61; d[j = 3, t = 1]: 1911.29; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 5177.49; d[j = 4, t = 2]: 5667.13; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.7,5009.255548059446,4597.566142862268,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 7011.94; d[j = 2, t = 2]: 5743.97; d[j = 3, t = 1]: 1543.65; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 5177.49; d[j = 4, t = 2]: 6034.77; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.8,5028.157362897015,4597.566142862268,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 6608.78; d[j = 2, t = 2]: 6147.13; d[j = 3, t = 1]: 1176.01; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 5177.49; d[j = 4, t = 2]: 6402.41; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.9,5047.059177734649,4597.566142862268,0.0,3.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 6205.63; d[j = 2, t = 2]: 6550.29; d[j = 3, t = 1]: 808.37; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 5177.49; d[j = 4, t = 2]: 6770.05; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
