FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,5503.0453440758065,5503.0453440758065,0.0,3.0,"d[j = 1, t = 1]: 6665.40; d[j = 1, t = 2]: 3398.49; d[j = 2, t = 1]: 1614.95; d[j = 2, t = 2]: 1077.07; d[j = 3, t = 1]: 841.93; d[j = 3, t = 2]: 2942.11; d[j = 4, t = 1]: 4572.72; d[j = 4, t = 2]: 4399.16; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.1,5503.0453440758065,5503.0453440758065,0.0,3.0,"d[j = 1, t = 1]: 6665.40; d[j = 1, t = 2]: 3398.49; d[j = 2, t = 1]: 1614.95; d[j = 2, t = 2]: 1077.07; d[j = 3, t = 1]: 841.93; d[j = 3, t = 2]: 2942.11; d[j = 4, t = 1]: 4572.72; d[j = 4, t = 2]: 4399.16; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.2,5503.0453440758065,5503.0453440758065,0.0,3.0,"d[j = 1, t = 1]: 6665.40; d[j = 1, t = 2]: 3398.49; d[j = 2, t = 1]: 1614.95; d[j = 2, t = 2]: 1077.07; d[j = 3, t = 1]: 841.93; d[j = 3, t = 2]: 2942.11; d[j = 4, t = 1]: 4572.72; d[j = 4, t = 2]: 4399.16; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.3,5503.0453440758065,5503.0453440758065,0.0,3.0,"d[j = 1, t = 1]: 6665.40; d[j = 1, t = 2]: 3398.49; d[j = 2, t = 1]: 1614.95; d[j = 2, t = 2]: 1077.07; d[j = 3, t = 1]: 841.93; d[j = 3, t = 2]: 2942.11; d[j = 4, t = 1]: 4572.72; d[j = 4, t = 2]: 4399.16; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.4,5503.0453440758065,5503.0453440758065,0.0,3.0,"d[j = 1, t = 1]: 6665.40; d[j = 1, t = 2]: 3398.49; d[j = 2, t = 1]: 1614.95; d[j = 2, t = 2]: 1077.07; d[j = 3, t = 1]: 841.93; d[j = 3, t = 2]: 2942.11; d[j = 4, t = 1]: 4572.72; d[j = 4, t = 2]: 4399.16; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.5,5503.0453440758065,5503.0453440758065,0.0,3.0,"d[j = 1, t = 1]: 6665.40; d[j = 1, t = 2]: 3398.49; d[j = 2, t = 1]: 1614.95; d[j = 2, t = 2]: 1077.07; d[j = 3, t = 1]: 841.93; d[j = 3, t = 2]: 2942.11; d[j = 4, t = 1]: 4572.72; d[j = 4, t = 2]: 4399.16; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.6,5503.0453440758065,5503.0453440758065,0.0,3.0,"d[j = 1, t = 1]: 6665.40; d[j = 1, t = 2]: 3398.49; d[j = 2, t = 1]: 1614.95; d[j = 2, t = 2]: 1077.07; d[j = 3, t = 1]: 841.93; d[j = 3, t = 2]: 2942.11; d[j = 4, t = 1]: 4572.72; d[j = 4, t = 2]: 4399.16; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.7,5503.0453440758065,5503.0453440758065,0.0,3.0,"d[j = 1, t = 1]: 6665.40; d[j = 1, t = 2]: 3398.49; d[j = 2, t = 1]: 1614.95; d[j = 2, t = 2]: 1077.07; d[j = 3, t = 1]: 841.93; d[j = 3, t = 2]: 2942.11; d[j = 4, t = 1]: 4572.72; d[j = 4, t = 2]: 4399.16; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.8,5503.0453440758065,5503.0453440758065,0.0,3.0,"d[j = 1, t = 1]: 6665.40; d[j = 1, t = 2]: 3398.49; d[j = 2, t = 1]: 1614.95; d[j = 2, t = 2]: 1077.07; d[j = 3, t = 1]: 841.93; d[j = 3, t = 2]: 2942.11; d[j = 4, t = 1]: 4572.72; d[j = 4, t = 2]: 4399.16; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.9,5503.0453440758065,5503.0453440758065,0.0,3.0,"d[j = 1, t = 1]: 6665.40; d[j = 1, t = 2]: 3398.49; d[j = 2, t = 1]: 1614.95; d[j = 2, t = 2]: 1077.07; d[j = 3, t = 1]: 841.93; d[j = 3, t = 2]: 2942.11; d[j = 4, t = 1]: 4572.72; d[j = 4, t = 2]: 4399.16; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
