FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,5005.233119275392,4602.8621915835865,0.0,3.0,"d[j = 1, t = 1]: 5519.62; d[j = 1, t = 2]: 1007.15; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 6229.14; d[j = 3, t = 1]: 8521.67; d[j = 3, t = 2]: 2456.86; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 1777.39; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.1,5005.233119551882,4602.8621915835865,0.0,3.0,"d[j = 1, t = 1]: 5519.62; d[j = 1, t = 2]: 1007.15; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 6229.14; d[j = 3, t = 1]: 8521.67; d[j = 3, t = 2]: 2456.86; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 1777.39; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.2,5005.233119265865,4602.8621915835865,0.0,3.0,"d[j = 1, t = 1]: 5519.62; d[j = 1, t = 2]: 1007.15; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 6229.14; d[j = 3, t = 1]: 8521.67; d[j = 3, t = 2]: 2456.86; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 1777.39; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.3,5005.233119115903,4602.8621915835865,0.0,3.0,"d[j = 1, t = 1]: 5519.62; d[j = 1, t = 2]: 1007.15; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 6229.14; d[j = 3, t = 1]: 8521.67; d[j = 3, t = 2]: 2456.86; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 1777.39; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.4,5005.233119421628,4602.8621915835865,0.0,3.0,"d[j = 1, t = 1]: 5519.62; d[j = 1, t = 2]: 1007.15; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 6229.14; d[j = 3, t = 1]: 8521.67; d[j = 3, t = 2]: 2456.86; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 1777.39; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.5,5005.233119275387,4602.8621915835865,0.0,3.0,"d[j = 1, t = 1]: 5519.62; d[j = 1, t = 2]: 1007.15; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 6229.14; d[j = 3, t = 1]: 8521.67; d[j = 3, t = 2]: 2456.86; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 1777.39; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.6,5005.233119492896,4602.8621915835865,0.0,3.0,"d[j = 1, t = 1]: 5519.62; d[j = 1, t = 2]: 1007.15; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 6229.14; d[j = 3, t = 1]: 8521.67; d[j = 3, t = 2]: 2456.86; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 1777.39; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.7,5005.233119492896,4602.8621915835865,0.0,3.0,"d[j = 1, t = 1]: 5519.62; d[j = 1, t = 2]: 1007.15; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 6229.14; d[j = 3, t = 1]: 8521.67; d[j = 3, t = 2]: 2456.86; d[j = 4, t = 1]: 0.00; d[j = 4, t = 2]: 1777.39; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.8,5006.979694846541,4602.8621915835865,0.0,3.0,"d[j = 1, t = 1]: 5519.62; d[j = 1, t = 2]: 1007.15; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 6229.14; d[j = 3, t = 1]: 7239.26; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 5099.08; d[j = 4, t = 2]: 417.57; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.9,5043.853898244179,4602.8621915835865,0.0,3.0,"d[j = 1, t = 1]: 5519.62; d[j = 1, t = 2]: 1406.47; d[j = 2, t = 1]: 5412.24; d[j = 2, t = 2]: 417.57; d[j = 3, t = 1]: 5644.32; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 6694.02; d[j = 4, t = 2]: 417.57; ","Y[i = 1, l = 4, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
1.0,5067.932341803836,4602.8621915835865,0.0,3.0,"d[j = 1, t = 1]: 5519.62; d[j = 1, t = 2]: 1003.60; d[j = 2, t = 1]: 5815.12; d[j = 2, t = 2]: 417.57; d[j = 3, t = 1]: 5035.01; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 7303.34; d[j = 4, t = 2]: 417.57; ","Y[i = 1, l = 4, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
