FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,5580.684627386139,5456.9226627799035,0.0,3.0,"d[j = 1, t = 1]: 5044.86; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 4762.75; d[j = 2, t = 2]: 2948.30; d[j = 3, t = 1]: 1853.04; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 3366.15; d[j = 4, t = 2]: 7536.72; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.1,5626.558729087255,5456.9226627799035,0.0,3.0,"d[j = 1, t = 1]: 5044.86; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 5414.55; d[j = 2, t = 2]: 2296.50; d[j = 3, t = 1]: 1522.51; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 3696.69; d[j = 4, t = 2]: 7536.72; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.2,5669.080096115771,5456.9226627799035,0.0,3.0,"d[j = 1, t = 1]: 4890.89; d[j = 1, t = 2]: 259.08; d[j = 2, t = 1]: 5896.58; d[j = 2, t = 2]: 1709.37; d[j = 3, t = 1]: 1191.97; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 4027.23; d[j = 4, t = 2]: 7536.72; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.3,5702.081947068082,5456.9226627799035,0.0,3.0,"d[j = 1, t = 1]: 4299.74; d[j = 1, t = 2]: 1253.76; d[j = 2, t = 1]: 5896.58; d[j = 2, t = 2]: 1305.83; d[j = 3, t = 1]: 861.43; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 4357.76; d[j = 4, t = 2]: 7536.72; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.4,5745.1785532635495,5456.9226627799035,0.0,3.0,"d[j = 1, t = 1]: 2893.91; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 5394.42; d[j = 2, t = 2]: 4467.58; d[j = 3, t = 1]: 758.20; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 4897.06; d[j = 4, t = 2]: 7100.65; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.5,5791.328783059391,5456.9226627799035,0.0,3.0,"d[j = 1, t = 1]: 2554.16; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 5734.17; d[j = 2, t = 2]: 4467.58; d[j = 3, t = 1]: 758.20; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 5531.18; d[j = 4, t = 2]: 6466.54; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.6,5831.90532279953,5456.9226627799035,0.0,3.0,"d[j = 1, t = 1]: 2060.76; d[j = 1, t = 2]: 331.00; d[j = 2, t = 1]: 5896.58; d[j = 2, t = 2]: 4467.58; d[j = 3, t = 1]: 758.20; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 6165.29; d[j = 4, t = 2]: 5832.42; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.7,5867.3777249332215,5456.9226627799035,0.0,3.0,"d[j = 1, t = 1]: 1426.65; d[j = 1, t = 2]: 965.11; d[j = 2, t = 1]: 5896.58; d[j = 2, t = 2]: 4467.58; d[j = 3, t = 1]: 758.20; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 6799.40; d[j = 4, t = 2]: 5198.31; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.8,5902.614115027773,5456.9226627799035,0.0,3.0,"d[j = 1, t = 1]: 792.53; d[j = 1, t = 2]: 1599.22; d[j = 2, t = 1]: 5896.58; d[j = 2, t = 2]: 4467.58; d[j = 3, t = 1]: 747.36; d[j = 3, t = 2]: 18.24; d[j = 4, t = 1]: 7421.57; d[j = 4, t = 2]: 4568.75; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.9,5925.563434890406,5456.9226627799035,0.0,3.0,"d[j = 1, t = 1]: 158.42; d[j = 1, t = 2]: 2233.33; d[j = 2, t = 1]: 5896.58; d[j = 2, t = 2]: 4467.58; d[j = 3, t = 1]: 172.25; d[j = 3, t = 2]: 985.94; d[j = 4, t = 1]: 7421.57; d[j = 4, t = 2]: 4176.16; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
