FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,4778.983059123522,4778.983059123522,0.0,3.0,"d[j = 1, t = 1]: 3122.34; d[j = 1, t = 2]: 3394.13; d[j = 2, t = 1]: 2938.16; d[j = 2, t = 2]: 3301.28; d[j = 3, t = 1]: 3547.82; d[j = 3, t = 2]: 3168.99; d[j = 4, t = 1]: 2968.88; d[j = 4, t = 2]: 3070.22; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.1,4778.983059123522,4778.983059123522,0.0,3.0,"d[j = 1, t = 1]: 3122.34; d[j = 1, t = 2]: 3394.13; d[j = 2, t = 1]: 2938.16; d[j = 2, t = 2]: 3301.28; d[j = 3, t = 1]: 3547.82; d[j = 3, t = 2]: 3168.99; d[j = 4, t = 1]: 2968.88; d[j = 4, t = 2]: 3070.22; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.2,4778.983059123522,4778.983059123522,0.0,3.0,"d[j = 1, t = 1]: 3122.34; d[j = 1, t = 2]: 3394.13; d[j = 2, t = 1]: 2938.16; d[j = 2, t = 2]: 3301.28; d[j = 3, t = 1]: 3547.82; d[j = 3, t = 2]: 3168.99; d[j = 4, t = 1]: 2968.88; d[j = 4, t = 2]: 3070.22; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.3,4778.983059123522,4778.983059123522,0.0,3.0,"d[j = 1, t = 1]: 3122.34; d[j = 1, t = 2]: 3394.13; d[j = 2, t = 1]: 2938.16; d[j = 2, t = 2]: 3301.28; d[j = 3, t = 1]: 3547.82; d[j = 3, t = 2]: 3168.99; d[j = 4, t = 1]: 2968.88; d[j = 4, t = 2]: 3070.22; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.4,4778.983059123522,4778.983059123522,0.0,3.0,"d[j = 1, t = 1]: 3122.34; d[j = 1, t = 2]: 3394.13; d[j = 2, t = 1]: 2938.16; d[j = 2, t = 2]: 3301.28; d[j = 3, t = 1]: 3547.82; d[j = 3, t = 2]: 3168.99; d[j = 4, t = 1]: 2968.88; d[j = 4, t = 2]: 3070.22; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.5,4778.983059123522,4778.983059123522,0.0,3.0,"d[j = 1, t = 1]: 3122.34; d[j = 1, t = 2]: 3394.13; d[j = 2, t = 1]: 2938.16; d[j = 2, t = 2]: 3301.28; d[j = 3, t = 1]: 3547.82; d[j = 3, t = 2]: 3168.99; d[j = 4, t = 1]: 2968.88; d[j = 4, t = 2]: 3070.22; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.6,4778.983059123522,4778.983059123522,0.0,3.0,"d[j = 1, t = 1]: 3122.34; d[j = 1, t = 2]: 3394.13; d[j = 2, t = 1]: 2938.16; d[j = 2, t = 2]: 3301.28; d[j = 3, t = 1]: 3547.82; d[j = 3, t = 2]: 3168.99; d[j = 4, t = 1]: 2968.88; d[j = 4, t = 2]: 3070.22; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.7,4778.983059123522,4778.983059123522,0.0,3.0,"d[j = 1, t = 1]: 3122.34; d[j = 1, t = 2]: 3394.13; d[j = 2, t = 1]: 2938.16; d[j = 2, t = 2]: 3301.28; d[j = 3, t = 1]: 3547.82; d[j = 3, t = 2]: 3168.99; d[j = 4, t = 1]: 2968.88; d[j = 4, t = 2]: 3070.22; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.8,4882.60586358782,4882.60586358782,1.0,0.0,"d[j = 1, t = 1]: 3122.34; d[j = 1, t = 2]: 3394.13; d[j = 2, t = 1]: 2938.16; d[j = 2, t = 2]: 3301.28; d[j = 3, t = 1]: 3547.82; d[j = 3, t = 2]: 3168.99; d[j = 4, t = 1]: 2968.88; d[j = 4, t = 2]: 3070.22; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.9,4882.60586358782,4882.60586358782,1.0,0.0,"d[j = 1, t = 1]: 3122.34; d[j = 1, t = 2]: 3394.13; d[j = 2, t = 1]: 2938.16; d[j = 2, t = 2]: 3301.28; d[j = 3, t = 1]: 3547.82; d[j = 3, t = 2]: 3168.99; d[j = 4, t = 1]: 2968.88; d[j = 4, t = 2]: 3070.22; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
