FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,5086.6874946513635,5086.6874946513635,1.0,0.0,"d[j = 1, t = 1]: 3112.98; d[j = 1, t = 2]: 1282.88; d[j = 2, t = 1]: 3183.73; d[j = 2, t = 2]: 5176.32; d[j = 3, t = 1]: 2797.98; d[j = 3, t = 2]: 6111.28; d[j = 4, t = 1]: 2671.99; d[j = 4, t = 2]: 1174.66; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.1,5086.6874946513635,5086.6874946513635,1.0,0.0,"d[j = 1, t = 1]: 3112.98; d[j = 1, t = 2]: 1282.88; d[j = 2, t = 1]: 3183.73; d[j = 2, t = 2]: 5176.32; d[j = 3, t = 1]: 2797.98; d[j = 3, t = 2]: 6111.28; d[j = 4, t = 1]: 2671.99; d[j = 4, t = 2]: 1174.66; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.2,5086.6874946513635,5086.6874946513635,1.0,0.0,"d[j = 1, t = 1]: 3112.98; d[j = 1, t = 2]: 1282.88; d[j = 2, t = 1]: 3183.73; d[j = 2, t = 2]: 5176.32; d[j = 3, t = 1]: 2797.98; d[j = 3, t = 2]: 6111.28; d[j = 4, t = 1]: 2671.99; d[j = 4, t = 2]: 1174.66; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.3,5086.6874946513635,5086.6874946513635,1.0,0.0,"d[j = 1, t = 1]: 3112.98; d[j = 1, t = 2]: 1282.88; d[j = 2, t = 1]: 3183.73; d[j = 2, t = 2]: 5176.32; d[j = 3, t = 1]: 2797.98; d[j = 3, t = 2]: 6111.28; d[j = 4, t = 1]: 2671.99; d[j = 4, t = 2]: 1174.66; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.4,5086.6874946513635,5086.6874946513635,1.0,0.0,"d[j = 1, t = 1]: 3112.98; d[j = 1, t = 2]: 1282.88; d[j = 2, t = 1]: 3183.73; d[j = 2, t = 2]: 5176.32; d[j = 3, t = 1]: 2797.98; d[j = 3, t = 2]: 6111.28; d[j = 4, t = 1]: 2671.99; d[j = 4, t = 2]: 1174.66; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.5,5086.6874946513635,5086.6874946513635,1.0,0.0,"d[j = 1, t = 1]: 3112.98; d[j = 1, t = 2]: 1282.88; d[j = 2, t = 1]: 3183.73; d[j = 2, t = 2]: 5176.32; d[j = 3, t = 1]: 2797.98; d[j = 3, t = 2]: 6111.28; d[j = 4, t = 1]: 2671.99; d[j = 4, t = 2]: 1174.66; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.6,5086.6874946513635,5086.6874946513635,1.0,0.0,"d[j = 1, t = 1]: 3112.98; d[j = 1, t = 2]: 1282.88; d[j = 2, t = 1]: 3183.73; d[j = 2, t = 2]: 5176.32; d[j = 3, t = 1]: 2797.98; d[j = 3, t = 2]: 6111.28; d[j = 4, t = 1]: 2671.99; d[j = 4, t = 2]: 1174.66; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.7,5086.6874946513635,5086.6874946513635,1.0,0.0,"d[j = 1, t = 1]: 3112.98; d[j = 1, t = 2]: 1282.88; d[j = 2, t = 1]: 3183.73; d[j = 2, t = 2]: 5176.32; d[j = 3, t = 1]: 2797.98; d[j = 3, t = 2]: 6111.28; d[j = 4, t = 1]: 2671.99; d[j = 4, t = 2]: 1174.66; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.8,5086.6874946513635,5086.6874946513635,1.0,0.0,"d[j = 1, t = 1]: 3112.98; d[j = 1, t = 2]: 1282.88; d[j = 2, t = 1]: 3183.73; d[j = 2, t = 2]: 5176.32; d[j = 3, t = 1]: 2797.98; d[j = 3, t = 2]: 6111.28; d[j = 4, t = 1]: 2671.99; d[j = 4, t = 2]: 1174.66; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
0.9,5086.6874946513635,5086.6874946513635,1.0,0.0,"d[j = 1, t = 1]: 3112.98; d[j = 1, t = 2]: 1282.88; d[j = 2, t = 1]: 3183.73; d[j = 2, t = 2]: 5176.32; d[j = 3, t = 1]: 2797.98; d[j = 3, t = 2]: 6111.28; d[j = 4, t = 1]: 2671.99; d[j = 4, t = 2]: 1174.66; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
1.0,5086.6874946513635,5086.6874946513635,1.0,0.0,"d[j = 1, t = 1]: 3112.98; d[j = 1, t = 2]: 1282.88; d[j = 2, t = 1]: 3183.73; d[j = 2, t = 2]: 5176.32; d[j = 3, t = 1]: 2797.98; d[j = 3, t = 2]: 6111.28; d[j = 4, t = 1]: 2671.99; d[j = 4, t = 2]: 1174.66; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
