FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,5389.779864449616,5312.000225953292,0.0,3.0,"d[j = 1, t = 1]: 5669.95; d[j = 1, t = 2]: 4754.54; d[j = 2, t = 1]: 2331.42; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 5629.56; d[j = 3, t = 2]: 4330.72; d[j = 4, t = 1]: 2795.64; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.1,5523.689556063191,5312.000225953292,0.0,3.0,"d[j = 1, t = 1]: 5625.36; d[j = 1, t = 2]: 2825.20; d[j = 2, t = 1]: 4305.35; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 5625.36; d[j = 3, t = 2]: 2224.00; d[j = 4, t = 1]: 4906.56; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.2,5627.02815763151,5312.000225953292,0.0,3.0,"d[j = 1, t = 1]: 5625.36; d[j = 1, t = 2]: 1343.76; d[j = 2, t = 1]: 5786.80; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 5625.36; d[j = 3, t = 2]: 642.94; d[j = 4, t = 1]: 6487.61; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.3,5627.028157631503,5312.00022595329,0.0,3.0,"d[j = 1, t = 1]: 5625.36; d[j = 1, t = 2]: 1343.76; d[j = 2, t = 1]: 5786.80; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 5625.36; d[j = 3, t = 2]: 642.94; d[j = 4, t = 1]: 6487.61; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.4,5627.028157587185,5312.000225953292,0.0,3.0,"d[j = 1, t = 1]: 5625.36; d[j = 1, t = 2]: 1343.76; d[j = 2, t = 1]: 5786.80; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 5625.36; d[j = 3, t = 2]: 642.94; d[j = 4, t = 1]: 6487.61; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.5,5627.028157631512,5312.000225953292,0.0,3.0,"d[j = 1, t = 1]: 5625.36; d[j = 1, t = 2]: 1343.76; d[j = 2, t = 1]: 5786.80; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 5625.36; d[j = 3, t = 2]: 642.94; d[j = 4, t = 1]: 6487.61; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.6,5775.897793366279,5312.000225953292,0.0,3.0,"d[j = 1, t = 1]: 2015.36; d[j = 1, t = 2]: 7123.37; d[j = 2, t = 1]: 3617.18; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 1983.54; d[j = 3, t = 2]: 6597.82; d[j = 4, t = 1]: 4174.55; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.7,5929.548360844699,5312.000225953292,0.0,3.0,"d[j = 1, t = 1]: 1502.15; d[j = 1, t = 2]: 7123.37; d[j = 2, t = 1]: 4130.39; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 1467.65; d[j = 3, t = 2]: 6597.82; d[j = 4, t = 1]: 4690.45; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.8,6075.55196463788,5312.000225953292,0.0,3.0,"d[j = 1, t = 1]: 1338.70; d[j = 1, t = 2]: 5683.39; d[j = 2, t = 1]: 5733.83; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 1338.70; d[j = 3, t = 2]: 5004.71; d[j = 4, t = 1]: 6412.51; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 4, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.9,6079.873669177588,5312.000225953292,0.0,3.0,"d[j = 1, t = 1]: 1338.70; d[j = 1, t = 2]: 5630.42; d[j = 2, t = 1]: 5786.80; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 1338.70; d[j = 3, t = 2]: 4929.60; d[j = 4, t = 1]: 6487.61; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 4, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
