FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,4901.308424935238,4712.19552498536,0.0,3.0,"d[j = 1, t = 1]: 5493.64; d[j = 1, t = 2]: 70.69; d[j = 2, t = 1]: 1665.59; d[j = 2, t = 2]: 5525.99; d[j = 3, t = 1]: 4369.46; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 1675.87; d[j = 4, t = 2]: 6710.58; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 2, t = 1]: 1.00; "
0.1,4969.958221576306,4712.19552498536,0.0,3.0,"d[j = 1, t = 1]: 5871.79; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 1675.87; d[j = 2, t = 2]: 5208.26; d[j = 3, t = 1]: 4666.35; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 1675.87; d[j = 4, t = 2]: 6413.69; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 2, t = 1]: 1.00; "
0.2,5033.435682175941,4712.19552498536,0.0,3.0,"d[j = 1, t = 1]: 6228.44; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 1675.87; d[j = 2, t = 2]: 4851.60; d[j = 3, t = 1]: 4813.57; d[j = 3, t = 2]: 492.35; d[j = 4, t = 1]: 1604.30; d[j = 4, t = 2]: 5845.69; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 2, t = 1]: 1.00; "
0.3,5092.4642485921395,4712.19552498536,0.0,3.0,"d[j = 1, t = 1]: 6585.10; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 1675.87; d[j = 2, t = 2]: 4494.95; d[j = 3, t = 1]: 4813.57; d[j = 3, t = 2]: 1468.99; d[j = 4, t = 1]: 1462.34; d[j = 4, t = 2]: 5011.02; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 2, t = 1]: 1.00; "
0.4,5151.492815008338,4712.19552498536,0.0,3.0,"d[j = 1, t = 1]: 6941.75; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 1675.87; d[j = 2, t = 2]: 4138.29; d[j = 3, t = 1]: 4813.57; d[j = 3, t = 2]: 2445.62; d[j = 4, t = 1]: 1320.37; d[j = 4, t = 2]: 4176.35; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 2, t = 1]: 1.00; "
0.5,5215.75790598516,4712.19552498536,0.0,3.0,"d[j = 1, t = 1]: 7298.41; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 1675.87; d[j = 2, t = 2]: 3781.64; d[j = 3, t = 1]: 3701.81; d[j = 3, t = 2]: 6403.11; d[j = 4, t = 1]: 1249.52; d[j = 4, t = 2]: 1401.47; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 2, t = 1]: 1.00; "
0.6,5283.758347997802,4712.19552498536,0.0,3.0,"d[j = 1, t = 1]: 7655.06; d[j = 1, t = 2]: 0.00; d[j = 2, t = 1]: 1675.87; d[j = 2, t = 2]: 3424.98; d[j = 3, t = 1]: 3998.69; d[j = 3, t = 2]: 6403.11; d[j = 4, t = 1]: 1249.52; d[j = 4, t = 2]: 1104.59; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 2, t = 1]: 1.00; "
0.7,5342.537109555411,4712.19552498536,0.0,3.0,"d[j = 1, t = 1]: 7706.56; d[j = 1, t = 2]: 1003.83; d[j = 2, t = 1]: 1529.95; d[j = 2, t = 2]: 2515.57; d[j = 3, t = 1]: 4295.58; d[j = 3, t = 2]: 6403.11; d[j = 4, t = 1]: 1249.52; d[j = 4, t = 2]: 807.70; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 2, t = 1]: 1.00; "
0.8,5399.75959376922,4712.19552498536,0.0,3.0,"d[j = 1, t = 1]: 7706.56; d[j = 1, t = 2]: 2177.07; d[j = 2, t = 1]: 1359.41; d[j = 2, t = 2]: 1512.87; d[j = 3, t = 1]: 4592.47; d[j = 3, t = 2]: 6403.11; d[j = 4, t = 1]: 1249.52; d[j = 4, t = 2]: 510.81; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 2, t = 1]: 1.00; "
0.9,5454.272169348762,4712.19552498536,0.0,3.0,"d[j = 1, t = 1]: 7411.30; d[j = 1, t = 2]: 4095.10; d[j = 2, t = 1]: 1249.52; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 4813.57; d[j = 3, t = 2]: 6403.11; d[j = 4, t = 1]: 1435.46; d[j = 4, t = 2]: 103.77; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
1.0,5481.77844384046,4712.19552498536,0.0,3.0,"d[j = 1, t = 1]: 7706.56; d[j = 1, t = 2]: 3799.83; d[j = 2, t = 1]: 1249.52; d[j = 2, t = 2]: 0.00; d[j = 3, t = 1]: 4813.57; d[j = 3, t = 2]: 2316.55; d[j = 4, t = 1]: 5625.80; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
