FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,4900.306907028984,4774.15208252164,0.0,3.0,"d[j = 1, t = 1]: 4527.61; d[j = 1, t = 2]: 6381.70; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 1846.60; d[j = 3, t = 1]: 5325.56; d[j = 3, t = 2]: 4842.96; d[j = 4, t = 1]: 1443.91; d[j = 4, t = 2]: 1143.48; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.1,4954.770278814838,4774.15208252164,0.0,3.0,"d[j = 1, t = 1]: 3622.70; d[j = 1, t = 2]: 7286.61; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 1846.60; d[j = 3, t = 1]: 5129.96; d[j = 3, t = 2]: 4842.96; d[j = 4, t = 1]: 1986.82; d[j = 4, t = 2]: 796.18; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.2,5012.579604904562,4774.15208252164,0.0,3.0,"d[j = 1, t = 1]: 2717.79; d[j = 1, t = 2]: 8191.52; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 1846.60; d[j = 3, t = 1]: 641.22; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 7694.77; d[j = 4, t = 2]: 4419.92; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.3,5076.031253139649,4774.15208252164,0.0,3.0,"d[j = 1, t = 1]: 1812.88; d[j = 1, t = 2]: 9096.44; d[j = 2, t = 1]: 0.00; d[j = 2, t = 2]: 1846.60; d[j = 3, t = 1]: 641.22; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 8170.47; d[j = 4, t = 2]: 3944.22; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.4,5130.893800461743,4774.15208252164,0.0,3.0,"d[j = 1, t = 1]: 1545.30; d[j = 1, t = 2]: 9167.94; d[j = 2, t = 1]: 416.02; d[j = 2, t = 2]: 1626.65; d[j = 3, t = 1]: 140.13; d[j = 3, t = 2]: 539.09; d[j = 4, t = 1]: 8407.59; d[j = 4, t = 2]: 3669.10; ","Y[i = 1, l = 2, t = 1]: 1.00; Y[i = 2, l = 4, t = 1]: 1.00; "
0.5,5182.698483080871,4774.15208252164,0.0,3.0,"d[j = 1, t = 1]: 1332.41; d[j = 1, t = 2]: 9167.94; d[j = 2, t = 1]: 867.73; d[j = 2, t = 2]: 1387.83; d[j = 3, t = 1]: 4927.88; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 7649.05; d[j = 4, t = 2]: 178.99; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.6,5236.177221684473,4774.15208252164,0.0,3.0,"d[j = 1, t = 1]: 1119.52; d[j = 1, t = 2]: 9167.94; d[j = 2, t = 1]: 1319.44; d[j = 2, t = 2]: 1149.02; d[j = 3, t = 1]: 4190.94; d[j = 3, t = 2]: 785.57; d[j = 4, t = 1]: 7779.40; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.7,5289.188401703646,4774.15208252164,0.0,3.0,"d[j = 1, t = 1]: 906.63; d[j = 1, t = 2]: 9167.94; d[j = 2, t = 1]: 1771.15; d[j = 2, t = 2]: 910.20; d[j = 3, t = 1]: 3053.84; d[j = 3, t = 2]: 1922.68; d[j = 4, t = 1]: 7779.40; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.8,5342.1995827506125,4774.15208252164,0.0,3.0,"d[j = 1, t = 1]: 693.73; d[j = 1, t = 2]: 9167.94; d[j = 2, t = 1]: 2222.86; d[j = 2, t = 2]: 671.38; d[j = 3, t = 1]: 1916.73; d[j = 3, t = 2]: 3059.79; d[j = 4, t = 1]: 7779.40; d[j = 4, t = 2]: 0.00; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 3, t = 1]: 1.00; Y[i = 2, l = 1, t = 2]: 1.00; "
0.9,5277.1800651807425,4875.274458184983,1.0,0.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 4636.61; d[j = 2, t = 1]: 3024.88; d[j = 2, t = 2]: 5094.42; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 8407.59; d[j = 4, t = 2]: 4348.32; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
1.0,5277.180065180742,4875.274458184983,1.0,0.0,"d[j = 1, t = 1]: 0.00; d[j = 1, t = 2]: 4636.61; d[j = 2, t = 1]: 3024.88; d[j = 2, t = 2]: 5094.42; d[j = 3, t = 1]: 0.00; d[j = 3, t = 2]: 0.00; d[j = 4, t = 1]: 8407.59; d[j = 4, t = 2]: 4348.32; ","Y[i = 1, l = 2, t = 2]: 1.00; Y[i = 2, l = 2, t = 2]: 1.00; "
