FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,4656.011300102174,4656.011300102174,1.0,0.0,"d[j = 1, t = 1]: 5047.91; d[j = 1, t = 2]: 1459.29; d[j = 2, t = 1]: 4006.53; d[j = 2, t = 2]: 2242.18; d[j = 3, t = 1]: 2384.94; d[j = 3, t = 2]: 4383.15; d[j = 4, t = 1]: 2272.55; d[j = 4, t = 2]: 3715.28; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
0.1,4656.011300102174,4656.011300102174,1.0,0.0,"d[j = 1, t = 1]: 5047.91; d[j = 1, t = 2]: 1459.29; d[j = 2, t = 1]: 4006.53; d[j = 2, t = 2]: 2242.18; d[j = 3, t = 1]: 2384.94; d[j = 3, t = 2]: 4383.15; d[j = 4, t = 1]: 2272.55; d[j = 4, t = 2]: 3715.28; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
0.2,4656.011300102174,4656.011300102174,1.0,0.0,"d[j = 1, t = 1]: 5047.91; d[j = 1, t = 2]: 1459.29; d[j = 2, t = 1]: 4006.53; d[j = 2, t = 2]: 2242.18; d[j = 3, t = 1]: 2384.94; d[j = 3, t = 2]: 4383.15; d[j = 4, t = 1]: 2272.55; d[j = 4, t = 2]: 3715.28; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
0.3,4656.011300102174,4656.011300102174,1.0,0.0,"d[j = 1, t = 1]: 5047.91; d[j = 1, t = 2]: 1459.29; d[j = 2, t = 1]: 4006.53; d[j = 2, t = 2]: 2242.18; d[j = 3, t = 1]: 2384.94; d[j = 3, t = 2]: 4383.15; d[j = 4, t = 1]: 2272.55; d[j = 4, t = 2]: 3715.28; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
0.4,4656.011300102174,4656.011300102174,1.0,0.0,"d[j = 1, t = 1]: 5047.91; d[j = 1, t = 2]: 1459.29; d[j = 2, t = 1]: 4006.53; d[j = 2, t = 2]: 2242.18; d[j = 3, t = 1]: 2384.94; d[j = 3, t = 2]: 4383.15; d[j = 4, t = 1]: 2272.55; d[j = 4, t = 2]: 3715.28; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
0.5,4656.011300102174,4656.011300102174,1.0,0.0,"d[j = 1, t = 1]: 5047.91; d[j = 1, t = 2]: 1459.29; d[j = 2, t = 1]: 4006.53; d[j = 2, t = 2]: 2242.18; d[j = 3, t = 1]: 2384.94; d[j = 3, t = 2]: 4383.15; d[j = 4, t = 1]: 2272.55; d[j = 4, t = 2]: 3715.28; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
0.6,4656.011300102174,4656.011300102174,1.0,0.0,"d[j = 1, t = 1]: 5047.91; d[j = 1, t = 2]: 1459.29; d[j = 2, t = 1]: 4006.53; d[j = 2, t = 2]: 2242.18; d[j = 3, t = 1]: 2384.94; d[j = 3, t = 2]: 4383.15; d[j = 4, t = 1]: 2272.55; d[j = 4, t = 2]: 3715.28; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
0.7,4656.011300102174,4656.011300102174,1.0,0.0,"d[j = 1, t = 1]: 5047.91; d[j = 1, t = 2]: 1459.29; d[j = 2, t = 1]: 4006.53; d[j = 2, t = 2]: 2242.18; d[j = 3, t = 1]: 2384.94; d[j = 3, t = 2]: 4383.15; d[j = 4, t = 1]: 2272.55; d[j = 4, t = 2]: 3715.28; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
0.8,4656.011300102174,4656.011300102174,1.0,0.0,"d[j = 1, t = 1]: 5047.91; d[j = 1, t = 2]: 1459.29; d[j = 2, t = 1]: 4006.53; d[j = 2, t = 2]: 2242.18; d[j = 3, t = 1]: 2384.94; d[j = 3, t = 2]: 4383.15; d[j = 4, t = 1]: 2272.55; d[j = 4, t = 2]: 3715.28; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
0.9,4680.834949268776,4680.834949268776,0.0,3.0,"d[j = 1, t = 1]: 5047.91; d[j = 1, t = 2]: 1459.29; d[j = 2, t = 1]: 4006.53; d[j = 2, t = 2]: 2242.18; d[j = 3, t = 1]: 2384.94; d[j = 3, t = 2]: 4383.15; d[j = 4, t = 1]: 2272.55; d[j = 4, t = 2]: 3715.28; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
1.0,4680.834949268776,4680.834949268776,0.0,3.0,"d[j = 1, t = 1]: 5047.91; d[j = 1, t = 2]: 1459.29; d[j = 2, t = 1]: 4006.53; d[j = 2, t = 2]: 2242.18; d[j = 3, t = 1]: 2384.94; d[j = 3, t = 2]: 4383.15; d[j = 4, t = 1]: 2272.55; d[j = 4, t = 2]: 3715.28; ","Y[i = 1, l = 1, t = 1]: 1.00; Y[i = 1, l = 3, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
