FI_near,worst_case,nominal_case,large_modules,small_modules,worst_demand,worst_decision
0.0,5255.370727496955,5255.370727496955,1.0,0.0,"d[j = 1, t = 1]: 4915.43; d[j = 1, t = 2]: 2280.39; d[j = 2, t = 1]: 3306.33; d[j = 2, t = 2]: 2253.76; d[j = 3, t = 1]: 1937.75; d[j = 3, t = 2]: 3996.75; d[j = 4, t = 1]: 2754.91; d[j = 4, t = 2]: 4066.50; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
0.1,5255.370727496955,5255.370727496955,1.0,0.0,"d[j = 1, t = 1]: 4915.43; d[j = 1, t = 2]: 2280.39; d[j = 2, t = 1]: 3306.33; d[j = 2, t = 2]: 2253.76; d[j = 3, t = 1]: 1937.75; d[j = 3, t = 2]: 3996.75; d[j = 4, t = 1]: 2754.91; d[j = 4, t = 2]: 4066.50; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
0.2,5255.370727496955,5255.370727496955,1.0,0.0,"d[j = 1, t = 1]: 4915.43; d[j = 1, t = 2]: 2280.39; d[j = 2, t = 1]: 3306.33; d[j = 2, t = 2]: 2253.76; d[j = 3, t = 1]: 1937.75; d[j = 3, t = 2]: 3996.75; d[j = 4, t = 1]: 2754.91; d[j = 4, t = 2]: 4066.50; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
0.3,5287.8199912685595,5287.8199912685595,0.0,3.0,"d[j = 1, t = 1]: 4915.43; d[j = 1, t = 2]: 2280.39; d[j = 2, t = 1]: 3306.33; d[j = 2, t = 2]: 2253.76; d[j = 3, t = 1]: 1937.75; d[j = 3, t = 2]: 3996.75; d[j = 4, t = 1]: 2754.91; d[j = 4, t = 2]: 4066.50; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.4,5287.8199912685595,5287.8199912685595,0.0,3.0,"d[j = 1, t = 1]: 4915.43; d[j = 1, t = 2]: 2280.39; d[j = 2, t = 1]: 3306.33; d[j = 2, t = 2]: 2253.76; d[j = 3, t = 1]: 1937.75; d[j = 3, t = 2]: 3996.75; d[j = 4, t = 1]: 2754.91; d[j = 4, t = 2]: 4066.50; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.5,5287.8199912685595,5287.8199912685595,0.0,3.0,"d[j = 1, t = 1]: 4915.43; d[j = 1, t = 2]: 2280.39; d[j = 2, t = 1]: 3306.33; d[j = 2, t = 2]: 2253.76; d[j = 3, t = 1]: 1937.75; d[j = 3, t = 2]: 3996.75; d[j = 4, t = 1]: 2754.91; d[j = 4, t = 2]: 4066.50; ","Y[i = 1, l = 3, t = 1]: 1.00; Y[i = 1, l = 1, t = 2]: 1.00; Y[i = 2, l = 1, t = 1]: 1.00; Y[i = 2, l = 3, t = 2]: 1.00; "
0.6,5255.370727496955,5255.370727496955,1.0,0.0,"d[j = 1, t = 1]: 4915.43; d[j = 1, t = 2]: 2280.39; d[j = 2, t = 1]: 3306.33; d[j = 2, t = 2]: 2253.76; d[j = 3, t = 1]: 1937.75; d[j = 3, t = 2]: 3996.75; d[j = 4, t = 1]: 2754.91; d[j = 4, t = 2]: 4066.50; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
0.7,5255.370727496955,5255.370727496955,1.0,0.0,"d[j = 1, t = 1]: 4915.43; d[j = 1, t = 2]: 2280.39; d[j = 2, t = 1]: 3306.33; d[j = 2, t = 2]: 2253.76; d[j = 3, t = 1]: 1937.75; d[j = 3, t = 2]: 3996.75; d[j = 4, t = 1]: 2754.91; d[j = 4, t = 2]: 4066.50; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
0.8,5255.370727496955,5255.370727496955,1.0,0.0,"d[j = 1, t = 1]: 4915.43; d[j = 1, t = 2]: 2280.39; d[j = 2, t = 1]: 3306.33; d[j = 2, t = 2]: 2253.76; d[j = 3, t = 1]: 1937.75; d[j = 3, t = 2]: 3996.75; d[j = 4, t = 1]: 2754.91; d[j = 4, t = 2]: 4066.50; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
0.9,5255.370727496955,5255.370727496955,1.0,0.0,"d[j = 1, t = 1]: 4915.43; d[j = 1, t = 2]: 2280.39; d[j = 2, t = 1]: 3306.33; d[j = 2, t = 2]: 2253.76; d[j = 3, t = 1]: 1937.75; d[j = 3, t = 2]: 3996.75; d[j = 4, t = 1]: 2754.91; d[j = 4, t = 2]: 4066.50; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
1.0,5255.370727496955,5255.370727496955,1.0,0.0,"d[j = 1, t = 1]: 4915.43; d[j = 1, t = 2]: 2280.39; d[j = 2, t = 1]: 3306.33; d[j = 2, t = 2]: 2253.76; d[j = 3, t = 1]: 1937.75; d[j = 3, t = 2]: 3996.75; d[j = 4, t = 1]: 2754.91; d[j = 4, t = 2]: 4066.50; ","Y[i = 1, l = 4, t = 2]: 1.00; Y[i = 2, l = 4, t = 2]: 1.00; "
